CA High School,Calculation1,City,County,Measure Names,Measure Values
MISSION COLLEGE PREP CATH HS,MISSION COLLEGE PREP CATH HS053140,San Luis Obispo,San Luis Obispo,Enrl GPA,4.14375
MISSION COLLEGE PREP CATH HS,MISSION COLLEGE PREP CATH HS053140,San Luis Obispo,San Luis Obispo,Adm GPA,4.111
MISSION COLLEGE PREP CATH HS,MISSION COLLEGE PREP CATH HS053140,San Luis Obispo,San Luis Obispo,App GPA,3.891935484
MISSION HILLS HIGH SCHOOL,MISSION HILLS HIGH SCHOOL053868,San Marcos,San Diego,Enrl GPA,4.170681818
MISSION HILLS HIGH SCHOOL,MISSION HILLS HIGH SCHOOL053868,San Marcos,San Diego,Adm GPA,4.035882353
MISSION HILLS HIGH SCHOOL,MISSION HILLS HIGH SCHOOL053868,San Marcos,San Diego,App GPA,3.843142857
MISSION OAK HIGH SCHOOL,MISSION OAK HIGH SCHOOL054248,Tulare,Tulare,Enrl GPA,3.878461538
MISSION OAK HIGH SCHOOL,MISSION OAK HIGH SCHOOL054248,Tulare,Tulare,Adm GPA,3.9364
MISSION OAK HIGH SCHOOL,MISSION OAK HIGH SCHOOL054248,Tulare,Tulare,App GPA,3.833947368
MISSION SAN JOSE HIGH SCHOOL,MISSION SAN JOSE HIGH SCHOOL050970,Fremont,Alameda,Enrl GPA,3.917486034
MISSION SAN JOSE HIGH SCHOOL,MISSION SAN JOSE HIGH SCHOOL050970,Fremont,Alameda,Adm GPA,3.847472826
MISSION SAN JOSE HIGH SCHOOL,MISSION SAN JOSE HIGH SCHOOL050970,Fremont,Alameda,App GPA,3.777995392
MISSION SENIOR HIGH SCHOOL,MISSION SENIOR HIGH SCHOOL052980,San Francisco,San Francisco,Enrl GPA,3.91
MISSION SENIOR HIGH SCHOOL,MISSION SENIOR HIGH SCHOOL052980,San Francisco,San Francisco,Adm GPA,3.888103448
MISSION SENIOR HIGH SCHOOL,MISSION SENIOR HIGH SCHOOL052980,San Francisco,San Francisco,App GPA,3.727228916
MISSION VIEJO HIGH SCHOOL,MISSION VIEJO HIGH SCHOOL051981,Mission Viejo,Orange,Enrl GPA,3.913913043
MISSION VIEJO HIGH SCHOOL,MISSION VIEJO HIGH SCHOOL051981,Mission Viejo,Orange,Adm GPA,3.890253165
MISSION VIEJO HIGH SCHOOL,MISSION VIEJO HIGH SCHOOL051981,Mission Viejo,Orange,App GPA,3.669864865
MISSION VISTA HIGH SCHOOL,MISSION VISTA HIGH SCHOOL054347,Oceanside,San Diego,Enrl GPA,3.995925926
MISSION VISTA HIGH SCHOOL,MISSION VISTA HIGH SCHOOL054347,Oceanside,San Diego,Adm GPA,3.975
MISSION VISTA HIGH SCHOOL,MISSION VISTA HIGH SCHOOL054347,Oceanside,San Diego,App GPA,3.840483871
MODESTO CHRISTIAN HS,MODESTO CHRISTIAN HS051990,Modesto,Stanislaus,Enrl GPA,
MODESTO CHRISTIAN HS,MODESTO CHRISTIAN HS051990,Modesto,Stanislaus,Adm GPA,4.018333333
MODESTO CHRISTIAN HS,MODESTO CHRISTIAN HS051990,Modesto,Stanislaus,App GPA,3.568571429
MODESTO HIGH SCHOOL,MODESTO HIGH SCHOOL051985,Modesto,Stanislaus,Enrl GPA,3.831388889
MODESTO HIGH SCHOOL,MODESTO HIGH SCHOOL051985,Modesto,Stanislaus,Adm GPA,3.854647887
MODESTO HIGH SCHOOL,MODESTO HIGH SCHOOL051985,Modesto,Stanislaus,App GPA,3.726597938
MONACHE HIGH SCHOOL,MONACHE HIGH SCHOOL052513,Porterville,Tulare,Enrl GPA,3.725333333
MONACHE HIGH SCHOOL,MONACHE HIGH SCHOOL052513,Porterville,Tulare,Adm GPA,3.694444444
MONACHE HIGH SCHOOL,MONACHE HIGH SCHOOL052513,Porterville,Tulare,App GPA,3.504117647
MONROVIA HIGH SCHOOL,MONROVIA HIGH SCHOOL052015,Monrovia,Los Angeles,Enrl GPA,3.981111111
MONROVIA HIGH SCHOOL,MONROVIA HIGH SCHOOL052015,Monrovia,Los Angeles,Adm GPA,3.89875
MONROVIA HIGH SCHOOL,MONROVIA HIGH SCHOOL052015,Monrovia,Los Angeles,App GPA,3.610746269
MONTA VISTA HIGH SCHOOL,MONTA VISTA HIGH SCHOOL053466,Cupertino,Santa Clara,Enrl GPA,3.971722222
MONTA VISTA HIGH SCHOOL,MONTA VISTA HIGH SCHOOL053466,Cupertino,Santa Clara,Adm GPA,3.899041096
MONTA VISTA HIGH SCHOOL,MONTA VISTA HIGH SCHOOL053466,Cupertino,Santa Clara,App GPA,3.787724289
MONTCLAIR HIGH SCHOOL,MONTCLAIR HIGH SCHOOL052018,Montclair,San Bernardino,Enrl GPA,3.873636364
MONTCLAIR HIGH SCHOOL,MONTCLAIR HIGH SCHOOL052018,Montclair,San Bernardino,Adm GPA,3.813944954
MONTCLAIR HIGH SCHOOL,MONTCLAIR HIGH SCHOOL052018,Montclair,San Bernardino,App GPA,3.523646409
MONTE VISTA CHRISTIAN HS,MONTE VISTA CHRISTIAN HS053705,Watsonville,Santa Cruz,Enrl GPA,3.977894737
MONTE VISTA CHRISTIAN HS,MONTE VISTA CHRISTIAN HS053705,Watsonville,Santa Cruz,Adm GPA,3.762564103
MONTE VISTA CHRISTIAN HS,MONTE VISTA CHRISTIAN HS053705,Watsonville,Santa Cruz,App GPA,3.598571429
MONTE VISTA HIGH SCHOOL,MONTE VISTA HIGH SCHOOL050727,Danville,Contra Costa,Enrl GPA,3.987916667
MONTE VISTA HIGH SCHOOL,MONTE VISTA HIGH SCHOOL050727,Danville,Contra Costa,Adm GPA,3.955319149
MONTE VISTA HIGH SCHOOL,MONTE VISTA HIGH SCHOOL050727,Danville,Contra Costa,App GPA,3.815529954
MONTE VISTA HIGH SCHOOL,MONTE VISTA HIGH SCHOOL053416,Spring Valley,San Diego,Enrl GPA,3.821875
MONTE VISTA HIGH SCHOOL,MONTE VISTA HIGH SCHOOL053416,Spring Valley,San Diego,Adm GPA,3.823
MONTE VISTA HIGH SCHOOL,MONTE VISTA HIGH SCHOOL053416,Spring Valley,San Diego,App GPA,3.673953488
MONTEBELLO HIGH SCHOOL,MONTEBELLO HIGH SCHOOL052029,Montebello,Los Angeles,Enrl GPA,3.81875
MONTEBELLO HIGH SCHOOL,MONTEBELLO HIGH SCHOOL052029,Montebello,Los Angeles,Adm GPA,3.68
MONTEBELLO HIGH SCHOOL,MONTEBELLO HIGH SCHOOL052029,Montebello,Los Angeles,App GPA,3.40592233
MONTEREY HIGH SCHOOL,MONTEREY HIGH SCHOOL052050,Monterey,Monterey,Enrl GPA,4.0525
MONTEREY HIGH SCHOOL,MONTEREY HIGH SCHOOL052050,Monterey,Monterey,Adm GPA,4.012093023
MONTEREY HIGH SCHOOL,MONTEREY HIGH SCHOOL052050,Monterey,Monterey,App GPA,3.817101449
MONTEREY TRAIL HIGH SCHOOL,MONTEREY TRAIL HIGH SCHOOL050902,Elk Grove,Sacramento,Enrl GPA,3.835384615
MONTEREY TRAIL HIGH SCHOOL,MONTEREY TRAIL HIGH SCHOOL050902,Elk Grove,Sacramento,Adm GPA,3.805217391
MONTEREY TRAIL HIGH SCHOOL,MONTEREY TRAIL HIGH SCHOOL050902,Elk Grove,Sacramento,App GPA,3.640970874
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL051239,San Diego,San Diego,Enrl GPA,4.099130435
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL051239,San Diego,San Diego,Adm GPA,3.999473684
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL051239,San Diego,San Diego,App GPA,3.84754717
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL053328,Santa Rosa,Sonoma,Enrl GPA,3.922352941
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL053328,Santa Rosa,Sonoma,Adm GPA,3.878378378
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL053328,Santa Rosa,Sonoma,App GPA,3.713846154
MOORPARK HIGH SCHOOL,MOORPARK HIGH SCHOOL052055,Moorpark,Ventura,Enrl GPA,4.03
MOORPARK HIGH SCHOOL,MOORPARK HIGH SCHOOL052055,Moorpark,Ventura,Adm GPA,4.03516129
MOORPARK HIGH SCHOOL,MOORPARK HIGH SCHOOL052055,Moorpark,Ventura,App GPA,3.826283186
MOREAU CATHOLIC HIGH SCHOOL,MOREAU CATHOLIC HIGH SCHOOL051156,Hayward,Alameda,Enrl GPA,3.828928571
MOREAU CATHOLIC HIGH SCHOOL,MOREAU CATHOLIC HIGH SCHOOL051156,Hayward,Alameda,Adm GPA,3.7575
MOREAU CATHOLIC HIGH SCHOOL,MOREAU CATHOLIC HIGH SCHOOL051156,Hayward,Alameda,App GPA,3.582395833
MORENO VALLEY HIGH SCHOOL,MORENO VALLEY HIGH SCHOOL053459,Moreno Valley,Riverside,Enrl GPA,3.892682927
MORENO VALLEY HIGH SCHOOL,MORENO VALLEY HIGH SCHOOL053459,Moreno Valley,Riverside,Adm GPA,3.790169492
MORENO VALLEY HIGH SCHOOL,MORENO VALLEY HIGH SCHOOL053459,Moreno Valley,Riverside,App GPA,3.567282609
MORNINGSIDE HIGH SCHOOL,MORNINGSIDE HIGH SCHOOL051262,Inglewood,Los Angeles,Enrl GPA,3.385
MORNINGSIDE HIGH SCHOOL,MORNINGSIDE HIGH SCHOOL051262,Inglewood,Los Angeles,Adm GPA,3.526923077
MORNINGSIDE HIGH SCHOOL,MORNINGSIDE HIGH SCHOOL051262,Inglewood,Los Angeles,App GPA,3.486
MORRO BAY HIGH SCHOOL,MORRO BAY HIGH SCHOOL052061,Morro Bay,San Luis Obispo,Enrl GPA,4.002857143
MORRO BAY HIGH SCHOOL,MORRO BAY HIGH SCHOOL052061,Morro Bay,San Luis Obispo,Adm GPA,3.999583333
MORRO BAY HIGH SCHOOL,MORRO BAY HIGH SCHOOL052061,Morro Bay,San Luis Obispo,App GPA,3.792972973
MOTHER OF DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL052338,Ojai,Ventura,Enrl GPA,
MOTHER OF DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL052338,Ojai,Ventura,Adm GPA,
MOTHER OF DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL052338,Ojai,Ventura,App GPA,3.944
MOUNT DIABLO HIGH SCHOOL,MOUNT DIABLO HIGH SCHOOL050660,Concord,Contra Costa,Enrl GPA,3.924666667
MOUNT DIABLO HIGH SCHOOL,MOUNT DIABLO HIGH SCHOOL050660,Concord,Contra Costa,Adm GPA,3.8945
MOUNT DIABLO HIGH SCHOOL,MOUNT DIABLO HIGH SCHOOL050660,Concord,Contra Costa,App GPA,3.72175
MOUNT EDEN HIGH SCHOOL,MOUNT EDEN HIGH SCHOOL051153,Hayward,Alameda,Enrl GPA,3.840540541
MOUNT EDEN HIGH SCHOOL,MOUNT EDEN HIGH SCHOOL051153,Hayward,Alameda,Adm GPA,3.806363636
MOUNT EDEN HIGH SCHOOL,MOUNT EDEN HIGH SCHOOL051153,Hayward,Alameda,App GPA,3.550520833
MOUNT MADONNA SCHOOL,MOUNT MADONNA SCHOOL053711,Watsonville,Santa Cruz,Enrl GPA,
MOUNT MADONNA SCHOOL,MOUNT MADONNA SCHOOL053711,Watsonville,Santa Cruz,Adm GPA,4.010909091
MOUNT MADONNA SCHOOL,MOUNT MADONNA SCHOOL053711,Watsonville,Santa Cruz,App GPA,3.955384615
MOUNT MIGUEL HIGH SCHOOL,MOUNT MIGUEL HIGH SCHOOL053417,Spring Valley,San Diego,Enrl GPA,4.033333333
MOUNT MIGUEL HIGH SCHOOL,MOUNT MIGUEL HIGH SCHOOL053417,Spring Valley,San Diego,Adm GPA,3.930909091
MOUNT MIGUEL HIGH SCHOOL,MOUNT MIGUEL HIGH SCHOOL053417,Spring Valley,San Diego,App GPA,3.477222222
MOUNT PLEASANT HIGH SCHOOL,MOUNT PLEASANT HIGH SCHOOL053094,San Jose,Santa Clara,Enrl GPA,3.96
MOUNT PLEASANT HIGH SCHOOL,MOUNT PLEASANT HIGH SCHOOL053094,San Jose,Santa Clara,Adm GPA,3.87175
MOUNT PLEASANT HIGH SCHOOL,MOUNT PLEASANT HIGH SCHOOL053094,San Jose,Santa Clara,App GPA,3.743684211
MOUNT SHASTA HIGH SCHOOL,MOUNT SHASTA HIGH SCHOOL052080,Mount Shasta,Siskiyou,Enrl GPA,4.044
MOUNT SHASTA HIGH SCHOOL,MOUNT SHASTA HIGH SCHOOL052080,Mount Shasta,Siskiyou,Adm GPA,3.992
MOUNT SHASTA HIGH SCHOOL,MOUNT SHASTA HIGH SCHOOL052080,Mount Shasta,Siskiyou,App GPA,3.502
MOUNT WHITNEY HIGH SCHOOL,MOUNT WHITNEY HIGH SCHOOL053670,Visalia,Tulare,Enrl GPA,3.951052632
MOUNT WHITNEY HIGH SCHOOL,MOUNT WHITNEY HIGH SCHOOL053670,Visalia,Tulare,Adm GPA,3.951785714
MOUNT WHITNEY HIGH SCHOOL,MOUNT WHITNEY HIGH SCHOOL053670,Visalia,Tulare,App GPA,3.777878788
MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL050455,Pine Valley,San Diego,Enrl GPA,
MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL050455,Pine Valley,San Diego,Adm GPA,3.83
MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL050455,Pine Valley,San Diego,App GPA,3.646666667
MOUNTAIN VIEW ACADEMY,MOUNTAIN VIEW ACADEMY052065,Mountain View,Santa Clara,Enrl GPA,
MOUNTAIN VIEW ACADEMY,MOUNTAIN VIEW ACADEMY052065,Mountain View,Santa Clara,Adm GPA,
MOUNTAIN VIEW ACADEMY,MOUNTAIN VIEW ACADEMY052065,Mountain View,Santa Clara,App GPA,3.103333333
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL050837,El Monte,Los Angeles,Enrl GPA,3.843809524
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL050837,El Monte,Los Angeles,Adm GPA,3.816666667
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL050837,El Monte,Los Angeles,App GPA,3.458787879
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL052075,Mountain View,Santa Clara,Enrl GPA,4.022833333
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL052075,Mountain View,Santa Clara,Adm GPA,3.891756757
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL052075,Mountain View,Santa Clara,App GPA,3.728139535
MT CARMEL HIGH SCHOOL,MT CARMEL HIGH SCHOOL052862,San Diego,San Diego,Enrl GPA,4.076923077
MT CARMEL HIGH SCHOOL,MT CARMEL HIGH SCHOOL052862,San Diego,San Diego,Adm GPA,4.034787234
MT CARMEL HIGH SCHOOL,MT CARMEL HIGH SCHOOL052862,San Diego,San Diego,App GPA,3.845369128
MURRIETA MESA HIGH SCHOOL,MURRIETA MESA HIGH SCHOOL054357,Murrieta,Riverside,Enrl GPA,3.727027027
MURRIETA MESA HIGH SCHOOL,MURRIETA MESA HIGH SCHOOL054357,Murrieta,Riverside,Adm GPA,3.728965517
MURRIETA MESA HIGH SCHOOL,MURRIETA MESA HIGH SCHOOL054357,Murrieta,Riverside,App GPA,3.55
MURRIETA VALLEY HIGH SCHOOL,MURRIETA VALLEY HIGH SCHOOL052073,Murrieta,Riverside,Enrl GPA,3.877631579
MURRIETA VALLEY HIGH SCHOOL,MURRIETA VALLEY HIGH SCHOOL052073,Murrieta,Riverside,Adm GPA,3.877017544
MURRIETA VALLEY HIGH SCHOOL,MURRIETA VALLEY HIGH SCHOOL052073,Murrieta,Riverside,App GPA,3.652777778
NAPA HIGH SCHOOL,NAPA HIGH SCHOOL052085,Napa,Napa,Enrl GPA,3.921363636
NAPA HIGH SCHOOL,NAPA HIGH SCHOOL052085,Napa,Napa,Adm GPA,3.953023256
NAPA HIGH SCHOOL,NAPA HIGH SCHOOL052085,Napa,Napa,App GPA,3.84115942
NARBONNE HIGH SCHOOL,NARBONNE HIGH SCHOOL051140,Harbor City,Los Angeles,Enrl GPA,3.922631579
NARBONNE HIGH SCHOOL,NARBONNE HIGH SCHOOL051140,Harbor City,Los Angeles,Adm GPA,3.848604651
NARBONNE HIGH SCHOOL,NARBONNE HIGH SCHOOL051140,Harbor City,Los Angeles,App GPA,3.588928571
NATIONAL UNIV VIRTUAL HS,NATIONAL UNIV VIRTUAL HS053929,La Jolla,San Diego,Enrl GPA,3.724285714
NATIONAL UNIV VIRTUAL HS,NATIONAL UNIV VIRTUAL HS053929,La Jolla,San Diego,Adm GPA,3.752222222
NATIONAL UNIV VIRTUAL HS,NATIONAL UNIV VIRTUAL HS053929,La Jolla,San Diego,App GPA,3.71
NATOMAS CHARTER SCHOOL PERFORM,NATOMAS CHARTER SCHOOL PERFORM052803,Sacramento,Sacramento,Enrl GPA,3.880909091
NATOMAS CHARTER SCHOOL PERFORM,NATOMAS CHARTER SCHOOL PERFORM052803,Sacramento,Sacramento,Adm GPA,3.88875
NATOMAS CHARTER SCHOOL PERFORM,NATOMAS CHARTER SCHOOL PERFORM052803,Sacramento,Sacramento,App GPA,3.797894737
NATOMAS HIGH SCHOOL,NATOMAS HIGH SCHOOL052782,Sacramento,Sacramento,Enrl GPA,4.131538462
NATOMAS HIGH SCHOOL,NATOMAS HIGH SCHOOL052782,Sacramento,Sacramento,Adm GPA,3.9955
NATOMAS HIGH SCHOOL,NATOMAS HIGH SCHOOL052782,Sacramento,Sacramento,App GPA,3.774074074
NATOMAS PACIFIC PATHWAYS PREP,NATOMAS PACIFIC PATHWAYS PREP054095,Sacramento,Sacramento,Enrl GPA,3.89125
NATOMAS PACIFIC PATHWAYS PREP,NATOMAS PACIFIC PATHWAYS PREP054095,Sacramento,Sacramento,Adm GPA,3.7792
NATOMAS PACIFIC PATHWAYS PREP,NATOMAS PACIFIC PATHWAYS PREP054095,Sacramento,Sacramento,App GPA,3.590588235
NEA COMMUNITY LEARNING CENTER,NEA COMMUNITY LEARNING CENTER054529,Alameda,Alameda,Enrl GPA,3.888
NEA COMMUNITY LEARNING CENTER,NEA COMMUNITY LEARNING CENTER054529,Alameda,Alameda,Adm GPA,3.803
NEA COMMUNITY LEARNING CENTER,NEA COMMUNITY LEARNING CENTER054529,Alameda,Alameda,App GPA,3.672857143
NEVADA UNION HIGH SCHOOL,NEVADA UNION HIGH SCHOOL051095,Grass Valley,Nevada,Enrl GPA,4.043888889
NEVADA UNION HIGH SCHOOL,NEVADA UNION HIGH SCHOOL051095,Grass Valley,Nevada,Adm GPA,4.063902439
NEVADA UNION HIGH SCHOOL,NEVADA UNION HIGH SCHOOL051095,Grass Valley,Nevada,App GPA,3.904642857
NEW COMMUNITY JEWISH HIGH SCHL,NEW COMMUNITY JEWISH HIGH SCHL053748,West Hills,Los Angeles,Enrl GPA,3.955
NEW COMMUNITY JEWISH HIGH SCHL,NEW COMMUNITY JEWISH HIGH SCHL053748,West Hills,Los Angeles,Adm GPA,3.8228
NEW COMMUNITY JEWISH HIGH SCHL,NEW COMMUNITY JEWISH HIGH SCHL053748,West Hills,Los Angeles,App GPA,3.777714286
NEW COVENANT ACADEMY,NEW COVENANT ACADEMY051729,Los Angeles,Los Angeles,Enrl GPA,
NEW COVENANT ACADEMY,NEW COVENANT ACADEMY051729,Los Angeles,Los Angeles,Adm GPA,4.085454545
NEW COVENANT ACADEMY,NEW COVENANT ACADEMY051729,Los Angeles,Los Angeles,App GPA,4.066428571
NEW DESIGNS CHARTER SCH WATTS,NEW DESIGNS CHARTER SCH WATTS054498,Los Angeles,Los Angeles,Enrl GPA,
NEW DESIGNS CHARTER SCH WATTS,NEW DESIGNS CHARTER SCH WATTS054498,Los Angeles,Los Angeles,Adm GPA,
NEW DESIGNS CHARTER SCH WATTS,NEW DESIGNS CHARTER SCH WATTS054498,Los Angeles,Los Angeles,App GPA,3.488333333
NEW DESIGNS CHARTER SCHOOL,NEW DESIGNS CHARTER SCHOOL054025,Los Angeles,Los Angeles,Enrl GPA,3.943846154
NEW DESIGNS CHARTER SCHOOL,NEW DESIGNS CHARTER SCHOOL054025,Los Angeles,Los Angeles,Adm GPA,3.86125
NEW DESIGNS CHARTER SCHOOL,NEW DESIGNS CHARTER SCHOOL054025,Los Angeles,Los Angeles,App GPA,3.462
NEW MILLENNIUM SECONDARY SCHL,NEW MILLENNIUM SECONDARY SCHL050512,Gardena,Los Angeles,Enrl GPA,3.585
NEW MILLENNIUM SECONDARY SCHL,NEW MILLENNIUM SECONDARY SCHL050512,Gardena,Los Angeles,Adm GPA,3.712727273
NEW MILLENNIUM SECONDARY SCHL,NEW MILLENNIUM SECONDARY SCHL050512,Gardena,Los Angeles,App GPA,3.183846154
NEW OPEN WORLD ACADEMY,NEW OPEN WORLD ACADEMY054457,Los Angeles,Los Angeles,Enrl GPA,
NEW OPEN WORLD ACADEMY,NEW OPEN WORLD ACADEMY054457,Los Angeles,Los Angeles,Adm GPA,3.21
NEW OPEN WORLD ACADEMY,NEW OPEN WORLD ACADEMY054457,Los Angeles,Los Angeles,App GPA,3.326666667
NEW ROADS SCHOOL,NEW ROADS SCHOOL053287,Santa Monica,Los Angeles,Enrl GPA,
NEW ROADS SCHOOL,NEW ROADS SCHOOL053287,Santa Monica,Los Angeles,Adm GPA,3.872105263
NEW ROADS SCHOOL,NEW ROADS SCHOOL053287,Santa Monica,Los Angeles,App GPA,3.558666667
NEW TECHNOLOGY HIGH SCHOOL,NEW TECHNOLOGY HIGH SCHOOL052102,Napa,Napa,Enrl GPA,3.844
NEW TECHNOLOGY HIGH SCHOOL,NEW TECHNOLOGY HIGH SCHOOL052102,Napa,Napa,Adm GPA,3.909
NEW TECHNOLOGY HIGH SCHOOL,NEW TECHNOLOGY HIGH SCHOOL052102,Napa,Napa,App GPA,3.634285714
NEW VILLAGE CHARTER SCHOOL,NEW VILLAGE CHARTER SCHOOL054165,Los Angeles,Los Angeles,Enrl GPA,
NEW VILLAGE CHARTER SCHOOL,NEW VILLAGE CHARTER SCHOOL054165,Los Angeles,Los Angeles,Adm GPA,
NEW VILLAGE CHARTER SCHOOL,NEW VILLAGE CHARTER SCHOOL054165,Los Angeles,Los Angeles,App GPA,3.012857143
NEWARK MEMORIAL HIGH SCHOOL,NEWARK MEMORIAL HIGH SCHOOL052114,Newark,Alameda,Enrl GPA,4.041428571
NEWARK MEMORIAL HIGH SCHOOL,NEWARK MEMORIAL HIGH SCHOOL052114,Newark,Alameda,Adm GPA,3.968
NEWARK MEMORIAL HIGH SCHOOL,NEWARK MEMORIAL HIGH SCHOOL052114,Newark,Alameda,App GPA,3.730519481
NEWBURY PARK ADVENTIST ACAD,NEWBURY PARK ADVENTIST ACAD052115,Newbury Park,Ventura,Enrl GPA,
NEWBURY PARK ADVENTIST ACAD,NEWBURY PARK ADVENTIST ACAD052115,Newbury Park,Ventura,Adm GPA,
NEWBURY PARK ADVENTIST ACAD,NEWBURY PARK ADVENTIST ACAD052115,Newbury Park,Ventura,App GPA,3.70625
NEWBURY PARK HIGH SCHOOL,NEWBURY PARK HIGH SCHOOL052117,Newbury Park,Ventura,Enrl GPA,3.941355932
NEWBURY PARK HIGH SCHOOL,NEWBURY PARK HIGH SCHOOL052117,Newbury Park,Ventura,Adm GPA,3.903018868
NEWBURY PARK HIGH SCHOOL,NEWBURY PARK HIGH SCHOOL052117,Newbury Park,Ventura,App GPA,3.722142857
NEWPORT HARBOR HIGH SCHOOL,NEWPORT HARBOR HIGH SCHOOL052130,Newport Beach,Orange,Enrl GPA,3.873243243
NEWPORT HARBOR HIGH SCHOOL,NEWPORT HARBOR HIGH SCHOOL052130,Newport Beach,Orange,Adm GPA,3.874078947
NEWPORT HARBOR HIGH SCHOOL,NEWPORT HARBOR HIGH SCHOOL052130,Newport Beach,Orange,App GPA,3.668723404
NIPOMO HIGH SCHOOL,NIPOMO HIGH SCHOOL052211,Nipomo,San Luis Obispo,Enrl GPA,3.948235294
NIPOMO HIGH SCHOOL,NIPOMO HIGH SCHOOL052211,Nipomo,San Luis Obispo,Adm GPA,4.001363636
NIPOMO HIGH SCHOOL,NIPOMO HIGH SCHOOL052211,Nipomo,San Luis Obispo,App GPA,3.879705882
NOGALES HIGH SCHOOL,NOGALES HIGH SCHOOL051357,La Puente,Los Angeles,Enrl GPA,3.952692308
NOGALES HIGH SCHOOL,NOGALES HIGH SCHOOL051357,La Puente,Los Angeles,Adm GPA,3.868292683
NOGALES HIGH SCHOOL,NOGALES HIGH SCHOOL051357,La Puente,Los Angeles,App GPA,3.566235294
NORCO HIGH SCHOOL,NORCO HIGH SCHOOL052129,Norco,Riverside,Enrl GPA,3.746842105
NORCO HIGH SCHOOL,NORCO HIGH SCHOOL052129,Norco,Riverside,Adm GPA,3.812820513
NORCO HIGH SCHOOL,NORCO HIGH SCHOOL052129,Norco,Riverside,App GPA,3.573098592
NORDHOFF HIGH SCHOOL,NORDHOFF HIGH SCHOOL052260,Ojai,Ventura,Enrl GPA,4.031666667
NORDHOFF HIGH SCHOOL,NORDHOFF HIGH SCHOOL052260,Ojai,Ventura,Adm GPA,3.898
NORDHOFF HIGH SCHOOL,NORDHOFF HIGH SCHOOL052260,Ojai,Ventura,App GPA,3.653225806
NORTE VISTA SENIOR HIGH SCHOOL,NORTE VISTA SENIOR HIGH SCHOOL052664,Riverside,Riverside,Enrl GPA,3.811891892
NORTE VISTA SENIOR HIGH SCHOOL,NORTE VISTA SENIOR HIGH SCHOOL052664,Riverside,Riverside,Adm GPA,3.794
NORTE VISTA SENIOR HIGH SCHOOL,NORTE VISTA SENIOR HIGH SCHOOL052664,Riverside,Riverside,App GPA,3.386666667
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL050220,Bakersfield,Kern,Enrl GPA,4.157777778
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL050220,Bakersfield,Kern,Adm GPA,4.083076923
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL050220,Bakersfield,Kern,App GPA,3.7312
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL053520,Torrance,Los Angeles,Enrl GPA,4.072156863
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL053520,Torrance,Los Angeles,Adm GPA,4.034567901
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL053520,Torrance,Los Angeles,App GPA,3.806583333
NORTH HOLLYWOOD HIGH SCHOOL,NORTH HOLLYWOOD HIGH SCHOOL052145,North Hollywood,Los Angeles,Enrl GPA,3.812375
NORTH HOLLYWOOD HIGH SCHOOL,NORTH HOLLYWOOD HIGH SCHOOL052145,North Hollywood,Los Angeles,Adm GPA,3.799477612
NORTH HOLLYWOOD HIGH SCHOOL,NORTH HOLLYWOOD HIGH SCHOOL052145,North Hollywood,Los Angeles,App GPA,3.630255102
NORTH MONTEREY COUNTY HS,NORTH MONTEREY COUNTY HS050489,Castroville,Monterey,Enrl GPA,3.910909091
NORTH MONTEREY COUNTY HS,NORTH MONTEREY COUNTY HS050489,Castroville,Monterey,Adm GPA,3.788947368
NORTH MONTEREY COUNTY HS,NORTH MONTEREY COUNTY HS050489,Castroville,Monterey,App GPA,3.574166667
NORTH SALINAS HIGH SCHOOL,NORTH SALINAS HIGH SCHOOL052746,Salinas,Monterey,Enrl GPA,3.615
