CA High School,Calculation1,City,County,Measure Names,Measure Values
ANIMO COLLEGE PREP ACADEMY,ANIMO COLLEGE PREP ACADEMY054569,Los Angeles,Los Angeles,Adm GPA,4.003333333
ANIMO COLLEGE PREP ACADEMY,ANIMO COLLEGE PREP ACADEMY054569,Los Angeles,Los Angeles,App GPA,3.611818182
ANIMO INGLEWOOD CHARTER HS,ANIMO INGLEWOOD CHARTER HS051255,Inglewood,Los Angeles,Enrl GPA,3.877142857
ANIMO INGLEWOOD CHARTER HS,ANIMO INGLEWOOD CHARTER HS051255,Inglewood,Los Angeles,Adm GPA,3.777894737
ANIMO INGLEWOOD CHARTER HS,ANIMO INGLEWOOD CHARTER HS051255,Inglewood,Los Angeles,App GPA,3.57969697
ANIMO JACKIE ROBINSON CHRT SCH,ANIMO JACKIE ROBINSON CHRT SCH054199,Los Angeles,Los Angeles,Enrl GPA,4.043846154
ANIMO JACKIE ROBINSON CHRT SCH,ANIMO JACKIE ROBINSON CHRT SCH054199,Los Angeles,Los Angeles,Adm GPA,4.034285714
ANIMO JACKIE ROBINSON CHRT SCH,ANIMO JACKIE ROBINSON CHRT SCH054199,Los Angeles,Los Angeles,App GPA,3.686326531
ANIMO LEADERSHIP CHARTER HS,ANIMO LEADERSHIP CHARTER HS051257,Inglewood,Los Angeles,Enrl GPA,3.784411765
ANIMO LEADERSHIP CHARTER HS,ANIMO LEADERSHIP CHARTER HS051257,Inglewood,Los Angeles,Adm GPA,3.685849057
ANIMO LEADERSHIP CHARTER HS,ANIMO LEADERSHIP CHARTER HS051257,Inglewood,Los Angeles,App GPA,3.5105
ANIMO PAT BROWN CHARTER HS,ANIMO PAT BROWN CHARTER HS054238,Los Angeles,Los Angeles,Enrl GPA,3.675909091
ANIMO PAT BROWN CHARTER HS,ANIMO PAT BROWN CHARTER HS054238,Los Angeles,Los Angeles,Adm GPA,3.637878788
ANIMO PAT BROWN CHARTER HS,ANIMO PAT BROWN CHARTER HS054238,Los Angeles,Los Angeles,App GPA,3.498490566
ANIMO RALPH BUNCHE CHARTER HS,ANIMO RALPH BUNCHE CHARTER HS054259,Los Angeles,Los Angeles,Enrl GPA,3.951818182
ANIMO RALPH BUNCHE CHARTER HS,ANIMO RALPH BUNCHE CHARTER HS054259,Los Angeles,Los Angeles,Adm GPA,3.816666667
ANIMO RALPH BUNCHE CHARTER HS,ANIMO RALPH BUNCHE CHARTER HS054259,Los Angeles,Los Angeles,App GPA,3.599761905
ANIMO S LOS ANGELES CHARTER HS,ANIMO S LOS ANGELES CHARTER HS053975,Los Angeles,Los Angeles,Enrl GPA,3.711818182
ANIMO S LOS ANGELES CHARTER HS,ANIMO S LOS ANGELES CHARTER HS053975,Los Angeles,Los Angeles,Adm GPA,3.666666667
ANIMO S LOS ANGELES CHARTER HS,ANIMO S LOS ANGELES CHARTER HS053975,Los Angeles,Los Angeles,App GPA,3.045820896
ANIMO VENICE CHARTER HS,ANIMO VENICE CHARTER HS054069,Venice,Los Angeles,Enrl GPA,3.711578947
ANIMO VENICE CHARTER HS,ANIMO VENICE CHARTER HS054069,Venice,Los Angeles,Adm GPA,3.633928571
ANIMO VENICE CHARTER HS,ANIMO VENICE CHARTER HS054069,Venice,Los Angeles,App GPA,3.344772727
ANIMO WATTS COLLGE PREP ACDMY,ANIMO WATTS COLLGE PREP ACDMY054283,Los Angeles,Los Angeles,Enrl GPA,
ANIMO WATTS COLLGE PREP ACDMY,ANIMO WATTS COLLGE PREP ACDMY054283,Los Angeles,Los Angeles,Adm GPA,3.51875
ANIMO WATTS COLLGE PREP ACDMY,ANIMO WATTS COLLGE PREP ACDMY054283,Los Angeles,Los Angeles,App GPA,3.257666667
ANN SOBRATO HIGH SCHOOL,ANN SOBRATO HIGH SCHOOL053906,Morgan Hill,Santa Clara,Enrl GPA,4.117
ANN SOBRATO HIGH SCHOOL,ANN SOBRATO HIGH SCHOOL053906,Morgan Hill,Santa Clara,Adm GPA,4.043018868
ANN SOBRATO HIGH SCHOOL,ANN SOBRATO HIGH SCHOOL053906,Morgan Hill,Santa Clara,App GPA,3.850117647
ANTELOPE HIGH SCHOOL,ANTELOPE HIGH SCHOOL054250,Antelope,Sacramento,Enrl GPA,4.02875
ANTELOPE HIGH SCHOOL,ANTELOPE HIGH SCHOOL054250,Antelope,Sacramento,Adm GPA,3.995957447
ANTELOPE HIGH SCHOOL,ANTELOPE HIGH SCHOOL054250,Antelope,Sacramento,App GPA,3.848684211
ANTELOPE VALLEY HIGH SCHOOL,ANTELOPE VALLEY HIGH SCHOOL051355,Lancaster,Los Angeles,Enrl GPA,3.981875
ANTELOPE VALLEY HIGH SCHOOL,ANTELOPE VALLEY HIGH SCHOOL051355,Lancaster,Los Angeles,Adm GPA,3.923333333
ANTELOPE VALLEY HIGH SCHOOL,ANTELOPE VALLEY HIGH SCHOOL051355,Lancaster,Los Angeles,App GPA,3.648409091
ANTIOCH HIGH SCHOOL,ANTIOCH HIGH SCHOOL050115,Antioch,Contra Costa,Enrl GPA,4.021578947
ANTIOCH HIGH SCHOOL,ANTIOCH HIGH SCHOOL050115,Antioch,Contra Costa,Adm GPA,3.9628
ANTIOCH HIGH SCHOOL,ANTIOCH HIGH SCHOOL050115,Antioch,Contra Costa,App GPA,3.753809524
ANZAR HIGH SCHOOL,ANZAR HIGH SCHOOL053133,San Juan Bautista,San Benito,Enrl GPA,
ANZAR HIGH SCHOOL,ANZAR HIGH SCHOOL053133,San Juan Bautista,San Benito,Adm GPA,3.886
ANZAR HIGH SCHOOL,ANZAR HIGH SCHOOL053133,San Juan Bautista,San Benito,App GPA,3.6675
APEX ACADEMY HIGH SCHOOL,APEX ACADEMY HIGH SCHOOL054291,Los Angeles,Los Angeles,Enrl GPA,3.912
APEX ACADEMY HIGH SCHOOL,APEX ACADEMY HIGH SCHOOL054291,Los Angeles,Los Angeles,Adm GPA,3.901666667
APEX ACADEMY HIGH SCHOOL,APEX ACADEMY HIGH SCHOOL054291,Los Angeles,Los Angeles,App GPA,3.566153846
APPLE VALLEY HIGH SCHOOL,APPLE VALLEY HIGH SCHOOL050118,Apple Valley,San Bernardino,Enrl GPA,3.928148148
APPLE VALLEY HIGH SCHOOL,APPLE VALLEY HIGH SCHOOL050118,Apple Valley,San Bernardino,Adm GPA,3.951395349
APPLE VALLEY HIGH SCHOOL,APPLE VALLEY HIGH SCHOOL050118,Apple Valley,San Bernardino,App GPA,3.705633803
APTOS HIGH SCHOOL,APTOS HIGH SCHOOL050119,Aptos,Santa Cruz,Enrl GPA,4.185
APTOS HIGH SCHOOL,APTOS HIGH SCHOOL050119,Aptos,Santa Cruz,Adm GPA,4.010588235
APTOS HIGH SCHOOL,APTOS HIGH SCHOOL050119,Aptos,Santa Cruz,App GPA,3.846034483
AQUINAS HIGH SCHOOL,AQUINAS HIGH SCHOOL052772,San Bernardino,San Bernardino,Enrl GPA,4.097142857
AQUINAS HIGH SCHOOL,AQUINAS HIGH SCHOOL052772,San Bernardino,San Bernardino,Adm GPA,3.942666667
AQUINAS HIGH SCHOOL,AQUINAS HIGH SCHOOL052772,San Bernardino,San Bernardino,App GPA,3.770434783
ARAGON HIGH SCHOOL,ARAGON HIGH SCHOOL053163,San Mateo,San Mateo,Enrl GPA,3.905744681
ARAGON HIGH SCHOOL,ARAGON HIGH SCHOOL053163,San Mateo,San Mateo,Adm GPA,3.863240741
ARAGON HIGH SCHOOL,ARAGON HIGH SCHOOL053163,San Mateo,San Mateo,App GPA,3.758285714
ARCADIA HIGH SCHOOL,ARCADIA HIGH SCHOOL050130,Arcadia,Los Angeles,Enrl GPA,3.802581967
ARCADIA HIGH SCHOOL,ARCADIA HIGH SCHOOL050130,Arcadia,Los Angeles,Adm GPA,3.794476886
ARCADIA HIGH SCHOOL,ARCADIA HIGH SCHOOL050130,Arcadia,Los Angeles,App GPA,3.648139963
ARCATA HIGH SCHOOL,ARCATA HIGH SCHOOL050135,Arcata,Humboldt,Enrl GPA,4.122727273
ARCATA HIGH SCHOOL,ARCATA HIGH SCHOOL050135,Arcata,Humboldt,Adm GPA,4.086315789
ARCATA HIGH SCHOOL,ARCATA HIGH SCHOOL050135,Arcata,Humboldt,App GPA,3.9652
ARCHBISHOP MITTY HIGH SCHOOL,ARCHBISHOP MITTY HIGH SCHOOL053078,San Jose,Santa Clara,Enrl GPA,4.00173913
ARCHBISHOP MITTY HIGH SCHOOL,ARCHBISHOP MITTY HIGH SCHOOL053078,San Jose,Santa Clara,Adm GPA,4.005378151
ARCHBISHOP MITTY HIGH SCHOOL,ARCHBISHOP MITTY HIGH SCHOOL053078,San Jose,Santa Clara,App GPA,3.803551402
ARCHBISHOP RIORDAN HIGH SCHOOL,ARCHBISHOP RIORDAN HIGH SCHOOL053000,San Francisco,San Francisco,Enrl GPA,3.479444444
ARCHBISHOP RIORDAN HIGH SCHOOL,ARCHBISHOP RIORDAN HIGH SCHOOL053000,San Francisco,San Francisco,Adm GPA,3.581851852
ARCHBISHOP RIORDAN HIGH SCHOOL,ARCHBISHOP RIORDAN HIGH SCHOOL053000,San Francisco,San Francisco,App GPA,3.506744186
ARCHER SCHOOL FOR GIRLS,ARCHER SCHOOL FOR GIRLS052339,Los Angeles,Los Angeles,Enrl GPA,
ARCHER SCHOOL FOR GIRLS,ARCHER SCHOOL FOR GIRLS052339,Los Angeles,Los Angeles,Adm GPA,4.100416667
ARCHER SCHOOL FOR GIRLS,ARCHER SCHOOL FOR GIRLS052339,Los Angeles,Los Angeles,App GPA,3.903
ARGONAUT HIGH SCHOOL,ARGONAUT HIGH SCHOOL051275,Jackson,Amador,Enrl GPA,
ARGONAUT HIGH SCHOOL,ARGONAUT HIGH SCHOOL051275,Jackson,Amador,Adm GPA,4.151111111
ARGONAUT HIGH SCHOOL,ARGONAUT HIGH SCHOOL051275,Jackson,Amador,App GPA,4.0075
ARISE HIGH SCHOOL,ARISE HIGH SCHOOL054258,Oakland,Alameda,Enrl GPA,3.76625
ARISE HIGH SCHOOL,ARISE HIGH SCHOOL054258,Oakland,Alameda,Adm GPA,3.707058824
ARISE HIGH SCHOOL,ARISE HIGH SCHOOL054258,Oakland,Alameda,App GPA,3.5146875
ARLETA HIGH SCHOOL,ARLETA HIGH SCHOOL050068,Arleta,Los Angeles,Enrl GPA,3.892352941
ARLETA HIGH SCHOOL,ARLETA HIGH SCHOOL050068,Arleta,Los Angeles,Adm GPA,3.8724
ARLETA HIGH SCHOOL,ARLETA HIGH SCHOOL050068,Arleta,Los Angeles,App GPA,3.618235294
ARLINGTON HIGH SCHOOL,ARLINGTON HIGH SCHOOL052658,Riverside,Riverside,Enrl GPA,3.915526316
ARLINGTON HIGH SCHOOL,ARLINGTON HIGH SCHOOL052658,Riverside,Riverside,Adm GPA,3.860377358
ARLINGTON HIGH SCHOOL,ARLINGTON HIGH SCHOOL052658,Riverside,Riverside,App GPA,3.651123596
ARMIJO HIGH SCHOOL,ARMIJO HIGH SCHOOL050910,Fairfield,Solano,Enrl GPA,4.071276596
ARMIJO HIGH SCHOOL,ARMIJO HIGH SCHOOL050910,Fairfield,Solano,Adm GPA,4.054705882
ARMIJO HIGH SCHOOL,ARMIJO HIGH SCHOOL050910,Fairfield,Solano,App GPA,3.855643564
ARMY AND NAVY ACADEMY,ARMY AND NAVY ACADEMY050470,Carlsbad,San Diego,Enrl GPA,3.958333333
ARMY AND NAVY ACADEMY,ARMY AND NAVY ACADEMY050470,Carlsbad,San Diego,Adm GPA,3.878333333
ARMY AND NAVY ACADEMY,ARMY AND NAVY ACADEMY050470,Carlsbad,San Diego,App GPA,3.151785714
ARNOLD O BECKMAN HIGH SCHOOL,ARNOLD O BECKMAN HIGH SCHOOL051267,Irvine,Orange,Enrl GPA,4.0119
ARNOLD O BECKMAN HIGH SCHOOL,ARNOLD O BECKMAN HIGH SCHOOL051267,Irvine,Orange,Adm GPA,3.932835052
ARNOLD O BECKMAN HIGH SCHOOL,ARNOLD O BECKMAN HIGH SCHOOL051267,Irvine,Orange,App GPA,3.750985915
ARROWHEAD CHRISTIAN ACADEMY,ARROWHEAD CHRISTIAN ACADEMY052774,Redlands,San Bernardino,Enrl GPA,3.002
ARROWHEAD CHRISTIAN ACADEMY,ARROWHEAD CHRISTIAN ACADEMY052774,Redlands,San Bernardino,Adm GPA,3.515789474
ARROWHEAD CHRISTIAN ACADEMY,ARROWHEAD CHRISTIAN ACADEMY052774,Redlands,San Bernardino,App GPA,3.474
ARROYO GRANDE HIGH SCHOOL,ARROYO GRANDE HIGH SCHOOL050150,Arroyo Grande,San Luis Obispo,Enrl GPA,4.113846154
ARROYO GRANDE HIGH SCHOOL,ARROYO GRANDE HIGH SCHOOL050150,Arroyo Grande,San Luis Obispo,Adm GPA,4.055384615
ARROYO GRANDE HIGH SCHOOL,ARROYO GRANDE HIGH SCHOOL050150,Arroyo Grande,San Luis Obispo,App GPA,3.934897959
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL050830,El Monte,Los Angeles,Enrl GPA,3.946078431
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL050830,El Monte,Los Angeles,Adm GPA,3.863466667
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL050830,El Monte,Los Angeles,App GPA,3.684234234
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL053125,San Lorenzo,Alameda,Enrl GPA,4.000392157
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL053125,San Lorenzo,Alameda,Adm GPA,3.931470588
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL053125,San Lorenzo,Alameda,App GPA,3.736938776
ARROYO PACIFIC ACADEMY,ARROYO PACIFIC ACADEMY050144,Arcadia,Los Angeles,Enrl GPA,3.591428571
ARROYO PACIFIC ACADEMY,ARROYO PACIFIC ACADEMY050144,Arcadia,Los Angeles,Adm GPA,3.596666667
ARROYO PACIFIC ACADEMY,ARROYO PACIFIC ACADEMY050144,Arcadia,Los Angeles,App GPA,3.452857143
ARROYO VALLEY HIGH SCHOOL,ARROYO VALLEY HIGH SCHOOL052948,San Bernardino,San Bernardino,Enrl GPA,3.755
ARROYO VALLEY HIGH SCHOOL,ARROYO VALLEY HIGH SCHOOL052948,San Bernardino,San Bernardino,Adm GPA,3.729487179
ARROYO VALLEY HIGH SCHOOL,ARROYO VALLEY HIGH SCHOOL052948,San Bernardino,San Bernardino,App GPA,3.429761905
ARSHAG DICKRANIAN ARMENIAN SCH,ARSHAG DICKRANIAN ARMENIAN SCH051521,Los Angeles,Los Angeles,Enrl GPA,
ARSHAG DICKRANIAN ARMENIAN SCH,ARSHAG DICKRANIAN ARMENIAN SCH051521,Los Angeles,Los Angeles,Adm GPA,3.79
ARSHAG DICKRANIAN ARMENIAN SCH,ARSHAG DICKRANIAN ARMENIAN SCH051521,Los Angeles,Los Angeles,App GPA,3.489
ART THEATER ENTERTAINMENT HS,ART THEATER ENTERTAINMENT HS054555,San Fernando,Los Angeles,Enrl GPA,
ART THEATER ENTERTAINMENT HS,ART THEATER ENTERTAINMENT HS054555,San Fernando,Los Angeles,Adm GPA,
ART THEATER ENTERTAINMENT HS,ART THEATER ENTERTAINMENT HS054555,San Fernando,Los Angeles,App GPA,3.085333333
ARTESIA HIGH SCHOOL,ARTESIA HIGH SCHOOL050155,Lakewood,Los Angeles,Enrl GPA,3.686818182
ARTESIA HIGH SCHOOL,ARTESIA HIGH SCHOOL050155,Lakewood,Los Angeles,Adm GPA,3.743548387
ARTESIA HIGH SCHOOL,ARTESIA HIGH SCHOOL050155,Lakewood,Los Angeles,App GPA,3.59725
ARTLAB HIGH SCHOOL,ARTLAB HIGH SCHOOL051623,Los Angeles,Los Angeles,Enrl GPA,
ARTLAB HIGH SCHOOL,ARTLAB HIGH SCHOOL051623,Los Angeles,Los Angeles,Adm GPA,
ARTLAB HIGH SCHOOL,ARTLAB HIGH SCHOOL051623,Los Angeles,Los Angeles,App GPA,3.251666667
ARVIN HIGH SCHOOL,ARVIN HIGH SCHOOL050160,Arvin,Kern,Enrl GPA,3.740833333
ARVIN HIGH SCHOOL,ARVIN HIGH SCHOOL050160,Arvin,Kern,Adm GPA,3.67
ARVIN HIGH SCHOOL,ARVIN HIGH SCHOOL050160,Arvin,Kern,App GPA,3.540714286
ASPIRE BENJAMIN HOLT COLG PREP,ASPIRE BENJAMIN HOLT COLG PREP053843,Stockton,San Joaquin,Enrl GPA,3.91
ASPIRE BENJAMIN HOLT COLG PREP,ASPIRE BENJAMIN HOLT COLG PREP053843,Stockton,San Joaquin,Adm GPA,3.927368421
ASPIRE BENJAMIN HOLT COLG PREP,ASPIRE BENJAMIN HOLT COLG PREP053843,Stockton,San Joaquin,App GPA,3.826521739
ASPIRE CALIFORNIA COLLEGE PREP,ASPIRE CALIFORNIA COLLEGE PREP050306,Berkeley,Alameda,Enrl GPA,3.74375
ASPIRE CALIFORNIA COLLEGE PREP,ASPIRE CALIFORNIA COLLEGE PREP050306,Berkeley,Alameda,Adm GPA,3.729090909
ASPIRE CALIFORNIA COLLEGE PREP,ASPIRE CALIFORNIA COLLEGE PREP050306,Berkeley,Alameda,App GPA,3.643529412
ASPIRE GOLDEN STATE PREP,ASPIRE GOLDEN STATE PREP054260,Oakland,Alameda,Enrl GPA,
ASPIRE GOLDEN STATE PREP,ASPIRE GOLDEN STATE PREP054260,Oakland,Alameda,Adm GPA,
ASPIRE GOLDEN STATE PREP,ASPIRE GOLDEN STATE PREP054260,Oakland,Alameda,App GPA,3.276666667
ASPIRE LANGSTON HUGHES ACADEMY,ASPIRE LANGSTON HUGHES ACADEMY054460,Stockton,San Joaquin,Enrl GPA,
ASPIRE LANGSTON HUGHES ACADEMY,ASPIRE LANGSTON HUGHES ACADEMY054460,Stockton,San Joaquin,Adm GPA,3.804
ASPIRE LANGSTON HUGHES ACADEMY,ASPIRE LANGSTON HUGHES ACADEMY054460,Stockton,San Joaquin,App GPA,3.489
ASPIRE LIONEL WILSON COLG PREP,ASPIRE LIONEL WILSON COLG PREP051761,Oakland,Alameda,Enrl GPA,4.015
ASPIRE LIONEL WILSON COLG PREP,ASPIRE LIONEL WILSON COLG PREP051761,Oakland,Alameda,Adm GPA,3.925
ASPIRE LIONEL WILSON COLG PREP,ASPIRE LIONEL WILSON COLG PREP051761,Oakland,Alameda,App GPA,3.760869565
ASPIRE PACIFIC ACADEMY,ASPIRE PACIFIC ACADEMY051214,Huntington Park,Los Angeles,Enrl GPA,3.832
ASPIRE PACIFIC ACADEMY,ASPIRE PACIFIC ACADEMY051214,Huntington Park,Los Angeles,Adm GPA,3.803870968
ASPIRE PACIFIC ACADEMY,ASPIRE PACIFIC ACADEMY051214,Huntington Park,Los Angeles,App GPA,3.692
ATASCADERO HIGH SCHOOL,ATASCADERO HIGH SCHOOL050165,Atascadero,San Luis Obispo,Enrl GPA,4.185714286
ATASCADERO HIGH SCHOOL,ATASCADERO HIGH SCHOOL050165,Atascadero,San Luis Obispo,Adm GPA,4.135652174
ATASCADERO HIGH SCHOOL,ATASCADERO HIGH SCHOOL050165,Atascadero,San Luis Obispo,App GPA,3.97
ATHENIAN SCHOOL,ATHENIAN SCHOOL050724,Danville,Contra Costa,Enrl GPA,3.90625
ATHENIAN SCHOOL,ATHENIAN SCHOOL050724,Danville,Contra Costa,Adm GPA,3.54
ATHENIAN SCHOOL,ATHENIAN SCHOOL050724,Danville,Contra Costa,App GPA,3.589183673
ATWATER HIGH SCHOOL,ATWATER HIGH SCHOOL050172,Atwater,Merced,Enrl GPA,3.936521739
ATWATER HIGH SCHOOL,ATWATER HIGH SCHOOL050172,Atwater,Merced,Adm GPA,3.906111111
ATWATER HIGH SCHOOL,ATWATER HIGH SCHOOL050172,Atwater,Merced,App GPA,3.640862069
AVALON HIGH SCHOOL,AVALON HIGH SCHOOL050180,Avalon,Los Angeles,Enrl GPA,
AVALON HIGH SCHOOL,AVALON HIGH SCHOOL050180,Avalon,Los Angeles,Adm GPA,4.041428571
AVALON HIGH SCHOOL,AVALON HIGH SCHOOL050180,Avalon,Los Angeles,App GPA,3.97375
AVENAL HIGH SCHOOL,AVENAL HIGH SCHOOL050185,Avenal,Kings,Enrl GPA,3.822
AVENAL HIGH SCHOOL,AVENAL HIGH SCHOOL050185,Avenal,Kings,Adm GPA,3.87
AVENAL HIGH SCHOOL,AVENAL HIGH SCHOOL050185,Avenal,Kings,App GPA,3.354444444
AZUSA HIGH SCHOOL,AZUSA HIGH SCHOOL050188,Azusa,Los Angeles,Enrl GPA,3.766153846
AZUSA HIGH SCHOOL,AZUSA HIGH SCHOOL050188,Azusa,Los Angeles,Adm GPA,3.764090909
AZUSA HIGH SCHOOL,AZUSA HIGH SCHOOL050188,Azusa,Los Angeles,App GPA,3.561538462
BAKERSFIELD CHRISTIAN HS,BAKERSFIELD CHRISTIAN HS050208,Bakersfield,Kern,Enrl GPA,3.923333333
BAKERSFIELD CHRISTIAN HS,BAKERSFIELD CHRISTIAN HS050208,Bakersfield,Kern,Adm GPA,3.917058824
BAKERSFIELD CHRISTIAN HS,BAKERSFIELD CHRISTIAN HS050208,Bakersfield,Kern,App GPA,3.845
BAKERSFIELD HIGH SCHOOL,BAKERSFIELD HIGH SCHOOL050205,Bakersfield,Kern,Enrl GPA,3.918181818
BAKERSFIELD HIGH SCHOOL,BAKERSFIELD HIGH SCHOOL050205,Bakersfield,Kern,Adm GPA,3.8888
BAKERSFIELD HIGH SCHOOL,BAKERSFIELD HIGH SCHOOL050205,Bakersfield,Kern,App GPA,3.653421053
BALBOA HIGH SCHOOL,BALBOA HIGH SCHOOL052916,San Francisco,San Francisco,Enrl GPA,3.97530303
BALBOA HIGH SCHOOL,BALBOA HIGH SCHOOL052916,San Francisco,San Francisco,Adm GPA,3.921444444
BALBOA HIGH SCHOOL,BALBOA HIGH SCHOOL052916,San Francisco,San Francisco,App GPA,3.766323529
BALDWIN PARK HIGH SCHOOL,BALDWIN PARK HIGH SCHOOL050225,Baldwin Park,Los Angeles,Enrl GPA,3.988571429
BALDWIN PARK HIGH SCHOOL,BALDWIN PARK HIGH SCHOOL050225,Baldwin Park,Los Angeles,Adm GPA,3.940217391
BALDWIN PARK HIGH SCHOOL,BALDWIN PARK HIGH SCHOOL050225,Baldwin Park,Los Angeles,App GPA,3.547283951
BANNING HIGH SCHOOL,BANNING HIGH SCHOOL050230,Banning,Riverside,Enrl GPA,4.015454545
BANNING HIGH SCHOOL,BANNING HIGH SCHOOL050230,Banning,Riverside,Adm GPA,4.027
BANNING HIGH SCHOOL,BANNING HIGH SCHOOL050230,Banning,Riverside,App GPA,3.463793103
BAPTIST CHRISTIAN HIGH SCHOOL,BAPTIST CHRISTIAN HIGH SCHOOL051164,Hemet,Riverside,Enrl GPA,4.026
BAPTIST CHRISTIAN HIGH SCHOOL,BAPTIST CHRISTIAN HIGH SCHOOL051164,Hemet,Riverside,Adm GPA,4.026
BAPTIST CHRISTIAN HIGH SCHOOL,BAPTIST CHRISTIAN HIGH SCHOOL051164,Hemet,Riverside,App GPA,4.026
BARSTOW HIGH SCHOOL,BARSTOW HIGH SCHOOL050235,Barstow,San Bernardino,Enrl GPA,3.931428571
BARSTOW HIGH SCHOOL,BARSTOW HIGH SCHOOL050235,Barstow,San Bernardino,Adm GPA,3.874615385
BARSTOW HIGH SCHOOL,BARSTOW HIGH SCHOOL050235,Barstow,San Bernardino,App GPA,3.463333333
BASSETT HIGH SCHOOL,BASSETT HIGH SCHOOL050238,La Puente,Los Angeles,Enrl GPA,3.782272727
BASSETT HIGH SCHOOL,BASSETT HIGH SCHOOL050238,La Puente,Los Angeles,Adm GPA,3.778709677
BASSETT HIGH SCHOOL,BASSETT HIGH SCHOOL050238,La Puente,Los Angeles,App GPA,3.581363636
BAY AREA SCHOOL OF ENTERPRISE,BAY AREA SCHOOL OF ENTERPRISE050013,Alameda,Alameda,Enrl GPA,
BAY AREA SCHOOL OF ENTERPRISE,BAY AREA SCHOOL OF ENTERPRISE050013,Alameda,Alameda,Adm GPA,
BAY AREA SCHOOL OF ENTERPRISE,BAY AREA SCHOOL OF ENTERPRISE050013,Alameda,Alameda,App GPA,3.374285714
BAY AREA TECHNOLOGY-BAYTECH,BAY AREA TECHNOLOGY-BAYTECH054301,Oakland,Alameda,Enrl GPA,4.206666667
BAY AREA TECHNOLOGY-BAYTECH,BAY AREA TECHNOLOGY-BAYTECH054301,Oakland,Alameda,Adm GPA,4.206666667
BAY AREA TECHNOLOGY-BAYTECH,BAY AREA TECHNOLOGY-BAYTECH054301,Oakland,Alameda,App GPA,4.065714286
BAY SCHOOL OF SAN FRANCISCO,BAY SCHOOL OF SAN FRANCISCO053985,San Francisco,San Francisco,Enrl GPA,3.821428571
BAY SCHOOL OF SAN FRANCISCO,BAY SCHOOL OF SAN FRANCISCO053985,San Francisco,San Francisco,Adm GPA,3.787826087
BAY SCHOOL OF SAN FRANCISCO,BAY SCHOOL OF SAN FRANCISCO053985,San Francisco,San Francisco,App GPA,3.645135135
BEAR CREEK HIGH SCHOOL,BEAR CREEK HIGH SCHOOL053436,Stockton,San Joaquin,Enrl GPA,4.011176471
BEAR CREEK HIGH SCHOOL,BEAR CREEK HIGH SCHOOL053436,Stockton,San Joaquin,Adm GPA,3.931785714
BEAR CREEK HIGH SCHOOL,BEAR CREEK HIGH SCHOOL053436,Stockton,San Joaquin,App GPA,3.658235294
BEAR RIVER HIGH SCHOOL,BEAR RIVER HIGH SCHOOL051092,Grass Valley,Nevada,Enrl GPA,3.964285714
BEAR RIVER HIGH SCHOOL,BEAR RIVER HIGH SCHOOL051092,Grass Valley,Nevada,Adm GPA,4.008888889
BEAR RIVER HIGH SCHOOL,BEAR RIVER HIGH SCHOOL051092,Grass Valley,Nevada,App GPA,3.933913043
BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL050240,Beaumont,Riverside,Enrl GPA,3.956896552
BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL050240,Beaumont,Riverside,Adm GPA,3.952619048
BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL050240,Beaumont,Riverside,App GPA,3.662375
BELL GARDENS SENIOR HS,BELL GARDENS SENIOR HS050265,Bell Gardens,Los Angeles,Enrl GPA,3.907073171
BELL GARDENS SENIOR HS,BELL GARDENS SENIOR HS050265,Bell Gardens,Los Angeles,Adm GPA,3.847878788
BELL GARDENS SENIOR HS,BELL GARDENS SENIOR HS050265,Bell Gardens,Los Angeles,App GPA,3.451928571
BELL HIGH SCHOOL,BELL HIGH SCHOOL050245,Bell,Los Angeles,Enrl GPA,3.980333333
BELL HIGH SCHOOL,BELL HIGH SCHOOL050245,Bell,Los Angeles,Adm GPA,3.950638298
BELL HIGH SCHOOL,BELL HIGH SCHOOL050245,Bell,Los Angeles,App GPA,3.725636364
BELLA VISTA HIGH SCHOOL,BELLA VISTA HIGH SCHOOL050912,Fair Oaks,Sacramento,Enrl GPA,4.0944
BELLA VISTA HIGH SCHOOL,BELLA VISTA HIGH SCHOOL050912,Fair Oaks,Sacramento,Adm GPA,4.061929825
BELLA VISTA HIGH SCHOOL,BELLA VISTA HIGH SCHOOL050912,Fair Oaks,Sacramento,App GPA,3.848235294
BELLARMINE COLLEGE PREPARATORY,BELLARMINE COLLEGE PREPARATORY053080,San Jose,Santa Clara,Enrl GPA,3.957659574
BELLARMINE COLLEGE PREPARATORY,BELLARMINE COLLEGE PREPARATORY053080,San Jose,Santa Clara,Adm GPA,3.962878788
BELLARMINE COLLEGE PREPARATORY,BELLARMINE COLLEGE PREPARATORY053080,San Jose,Santa Clara,App GPA,3.832256637
BELLARMINE-JEFFERSON HS,BELLARMINE-JEFFERSON HS050380,Burbank,Los Angeles,Enrl GPA,4.19
