CA High School,Calculation1,City,County,Measure Names,Measure Values
OAKLAND HIGH SCHOOL,OAKLAND HIGH SCHOOL052225,Oakland,Alameda,Applicants,107
OAKLAND INTERNATIONAL HIGH SCH,OAKLAND INTERNATIONAL HIGH SCH054232,Oakland,Alameda,Enrollees,5
OAKLAND INTERNATIONAL HIGH SCH,OAKLAND INTERNATIONAL HIGH SCH054232,Oakland,Alameda,Admits,7
OAKLAND INTERNATIONAL HIGH SCH,OAKLAND INTERNATIONAL HIGH SCH054232,Oakland,Alameda,Applicants,13
OAKLAND MILITARY INST COL PREP,OAKLAND MILITARY INST COL PREP053972,Oakland,Alameda,Enrollees,12
OAKLAND MILITARY INST COL PREP,OAKLAND MILITARY INST COL PREP053972,Oakland,Alameda,Admits,22
OAKLAND MILITARY INST COL PREP,OAKLAND MILITARY INST COL PREP053972,Oakland,Alameda,Applicants,29
OAKLAND SCHOOL FOR THE ARTS,OAKLAND SCHOOL FOR THE ARTS052410,Oakland,Alameda,Enrollees,7
OAKLAND SCHOOL FOR THE ARTS,OAKLAND SCHOOL FOR THE ARTS052410,Oakland,Alameda,Admits,16
OAKLAND SCHOOL FOR THE ARTS,OAKLAND SCHOOL FOR THE ARTS052410,Oakland,Alameda,Applicants,29
OAKLAND TECHNICAL HIGH SCHOOL,OAKLAND TECHNICAL HIGH SCHOOL052240,Oakland,Alameda,Enrollees,52
OAKLAND TECHNICAL HIGH SCHOOL,OAKLAND TECHNICAL HIGH SCHOOL052240,Oakland,Alameda,Admits,103
OAKLAND TECHNICAL HIGH SCHOOL,OAKLAND TECHNICAL HIGH SCHOOL052240,Oakland,Alameda,Applicants,178
OAKLAND UNITY HIGH SCHOOL,OAKLAND UNITY HIGH SCHOOL052484,Oakland,Alameda,Enrollees,9
OAKLAND UNITY HIGH SCHOOL,OAKLAND UNITY HIGH SCHOOL052484,Oakland,Alameda,Admits,10
OAKLAND UNITY HIGH SCHOOL,OAKLAND UNITY HIGH SCHOOL052484,Oakland,Alameda,Applicants,20
OAKMONT HIGH SCHOOL,OAKMONT HIGH SCHOOL052688,Roseville,Placer,Enrollees,21
OAKMONT HIGH SCHOOL,OAKMONT HIGH SCHOOL052688,Roseville,Placer,Admits,47
OAKMONT HIGH SCHOOL,OAKMONT HIGH SCHOOL052688,Roseville,Placer,Applicants,77
OAKS CHRISTIAN HIGH SCHOOL,OAKS CHRISTIAN HIGH SCHOOL053746,Westlake Village,Ventura,Enrollees,24
OAKS CHRISTIAN HIGH SCHOOL,OAKS CHRISTIAN HIGH SCHOOL053746,Westlake Village,Ventura,Admits,66
OAKS CHRISTIAN HIGH SCHOOL,OAKS CHRISTIAN HIGH SCHOOL053746,Westlake Village,Ventura,Applicants,103
OAKWOOD SCHOOL,OAKWOOD SCHOOL052042,Morgan Hill,Santa Clara,Enrollees,
OAKWOOD SCHOOL,OAKWOOD SCHOOL052042,Morgan Hill,Santa Clara,Admits,7
OAKWOOD SCHOOL,OAKWOOD SCHOOL052042,Morgan Hill,Santa Clara,Applicants,13
OAKWOOD SCHOOL,OAKWOOD SCHOOL052146,North Hollywood,Los Angeles,Enrollees,7
OAKWOOD SCHOOL,OAKWOOD SCHOOL052146,North Hollywood,Los Angeles,Admits,32
OAKWOOD SCHOOL,OAKWOOD SCHOOL052146,North Hollywood,Los Angeles,Applicants,44
OCEAN VIEW HIGH SCHOOL,OCEAN VIEW HIGH SCHOOL051224,Huntington Beach,Orange,Enrollees,21
OCEAN VIEW HIGH SCHOOL,OCEAN VIEW HIGH SCHOOL051224,Huntington Beach,Orange,Admits,39
OCEAN VIEW HIGH SCHOOL,OCEAN VIEW HIGH SCHOOL051224,Huntington Beach,Orange,Applicants,63
OCEANA HIGH SCHOOL,OCEANA HIGH SCHOOL052308,Pacifica,San Mateo,Enrollees,22
OCEANA HIGH SCHOOL,OCEANA HIGH SCHOOL052308,Pacifica,San Mateo,Admits,26
OCEANA HIGH SCHOOL,OCEANA HIGH SCHOOL052308,Pacifica,San Mateo,Applicants,46
OCEANSIDE HIGH SCHOOL,OCEANSIDE HIGH SCHOOL052249,Oceanside,San Diego,Enrollees,20
OCEANSIDE HIGH SCHOOL,OCEANSIDE HIGH SCHOOL052249,Oceanside,San Diego,Admits,43
OCEANSIDE HIGH SCHOOL,OCEANSIDE HIGH SCHOOL052249,Oceanside,San Diego,Applicants,70
OJAI VALLEY SCHOOL,OJAI VALLEY SCHOOL052262,Ojai,Ventura,Enrollees,
OJAI VALLEY SCHOOL,OJAI VALLEY SCHOOL052262,Ojai,Ventura,Admits,7
OJAI VALLEY SCHOOL,OJAI VALLEY SCHOOL052262,Ojai,Ventura,Applicants,12
OLYMPIAN HIGH SCHOOL,OLYMPIAN HIGH SCHOOL054072,Chula Vista,San Diego,Enrollees,36
OLYMPIAN HIGH SCHOOL,OLYMPIAN HIGH SCHOOL054072,Chula Vista,San Diego,Admits,65
OLYMPIAN HIGH SCHOOL,OLYMPIAN HIGH SCHOOL054072,Chula Vista,San Diego,Applicants,112
ONTARIO CHRISTIAN HIGH SCHOOL,ONTARIO CHRISTIAN HIGH SCHOOL052278,Ontario,San Bernardino,Enrollees,7
ONTARIO CHRISTIAN HIGH SCHOOL,ONTARIO CHRISTIAN HIGH SCHOOL052278,Ontario,San Bernardino,Admits,10
ONTARIO CHRISTIAN HIGH SCHOOL,ONTARIO CHRISTIAN HIGH SCHOOL052278,Ontario,San Bernardino,Applicants,19
ONTARIO HIGH SCHOOL,ONTARIO HIGH SCHOOL052274,Ontario,San Bernardino,Enrollees,37
ONTARIO HIGH SCHOOL,ONTARIO HIGH SCHOOL052274,Ontario,San Bernardino,Admits,65
ONTARIO HIGH SCHOOL,ONTARIO HIGH SCHOOL052274,Ontario,San Bernardino,Applicants,112
OPPORTUNITIES FOR LRNG-HERMOSA,OPPORTUNITIES FOR LRNG-HERMOSA054400,Irwindale,Los Angeles,Enrollees,
OPPORTUNITIES FOR LRNG-HERMOSA,OPPORTUNITIES FOR LRNG-HERMOSA054400,Irwindale,Los Angeles,Admits,3
OPPORTUNITIES FOR LRNG-HERMOSA,OPPORTUNITIES FOR LRNG-HERMOSA054400,Irwindale,Los Angeles,Applicants,5
OPPORTUNITIES LRN-BALDWIN PARK,OPPORTUNITIES LRN-BALDWIN PARK051518,Irwindale,Los Angeles,Enrollees,6
OPPORTUNITIES LRN-BALDWIN PARK,OPPORTUNITIES LRN-BALDWIN PARK051518,Irwindale,Los Angeles,Admits,12
OPPORTUNITIES LRN-BALDWIN PARK,OPPORTUNITIES LRN-BALDWIN PARK051518,Irwindale,Los Angeles,Applicants,28
OPPORTUNITIES LRN-WILLIAM HART,OPPORTUNITIES LRN-WILLIAM HART051506,Irwindale,Los Angeles,Enrollees,
OPPORTUNITIES LRN-WILLIAM HART,OPPORTUNITIES LRN-WILLIAM HART051506,Irwindale,Los Angeles,Admits,6
OPPORTUNITIES LRN-WILLIAM HART,OPPORTUNITIES LRN-WILLIAM HART051506,Irwindale,Los Angeles,Applicants,8
OPPORTUNITIES LRNG-BALDWIN II,OPPORTUNITIES LRNG-BALDWIN II051546,Irwindale,Los Angeles,Enrollees,
OPPORTUNITIES LRNG-BALDWIN II,OPPORTUNITIES LRNG-BALDWIN II051546,Irwindale,Los Angeles,Admits,
OPPORTUNITIES LRNG-BALDWIN II,OPPORTUNITIES LRNG-BALDWIN II051546,Irwindale,Los Angeles,Applicants,8
OPTIONS FOR YOUTH BURBANK,OPTIONS FOR YOUTH BURBANK052426,Burbank,Los Angeles,Enrollees,
OPTIONS FOR YOUTH BURBANK,OPTIONS FOR YOUTH BURBANK052426,Burbank,Los Angeles,Admits,
OPTIONS FOR YOUTH BURBANK,OPTIONS FOR YOUTH BURBANK052426,Burbank,Los Angeles,Applicants,8
OPTIONS FOR YOUTH SAN BRNRDINO,OPTIONS FOR YOUTH SAN BRNRDINO054453,San Bernardino,San Bernardino,Enrollees,
OPTIONS FOR YOUTH SAN BRNRDINO,OPTIONS FOR YOUTH SAN BRNRDINO054453,San Bernardino,San Bernardino,Admits,
OPTIONS FOR YOUTH SAN BRNRDINO,OPTIONS FOR YOUTH SAN BRNRDINO054453,San Bernardino,San Bernardino,Applicants,8
OPTIONS FOR YOUTH SAN JUAN,OPTIONS FOR YOUTH SAN JUAN052427,Rancho Cordova,Sacramento,Enrollees,
OPTIONS FOR YOUTH SAN JUAN,OPTIONS FOR YOUTH SAN JUAN052427,Rancho Cordova,Sacramento,Admits,
OPTIONS FOR YOUTH SAN JUAN,OPTIONS FOR YOUTH SAN JUAN052427,Rancho Cordova,Sacramento,Applicants,5
OPTIONS FOR YOUTH VICTOR VALLY,OPTIONS FOR YOUTH VICTOR VALLY052429,Victorville,San Bernardino,Enrollees,
OPTIONS FOR YOUTH VICTOR VALLY,OPTIONS FOR YOUTH VICTOR VALLY052429,Victorville,San Bernardino,Admits,3
OPTIONS FOR YOUTH VICTOR VALLY,OPTIONS FOR YOUTH VICTOR VALLY052429,Victorville,San Bernardino,Applicants,7
ORANGE COUNTY HS OF THE ARTS,ORANGE COUNTY HS OF THE ARTS053266,Santa Ana,Orange,Enrollees,47
ORANGE COUNTY HS OF THE ARTS,ORANGE COUNTY HS OF THE ARTS053266,Santa Ana,Orange,Admits,95
ORANGE COUNTY HS OF THE ARTS,ORANGE COUNTY HS OF THE ARTS053266,Santa Ana,Orange,Applicants,138
ORANGE COVE HIGH SCHOOL,ORANGE COVE HIGH SCHOOL053976,Orange Cove,Fresno,Enrollees,7
ORANGE COVE HIGH SCHOOL,ORANGE COVE HIGH SCHOOL053976,Orange Cove,Fresno,Admits,11
ORANGE COVE HIGH SCHOOL,ORANGE COVE HIGH SCHOOL053976,Orange Cove,Fresno,Applicants,20
ORANGE GLEN HIGH SCHOOL,ORANGE GLEN HIGH SCHOOL050873,Escondido,San Diego,Enrollees,16
ORANGE GLEN HIGH SCHOOL,ORANGE GLEN HIGH SCHOOL050873,Escondido,San Diego,Admits,38
ORANGE GLEN HIGH SCHOOL,ORANGE GLEN HIGH SCHOOL050873,Escondido,San Diego,Applicants,57
ORANGE HIGH SCHOOL,ORANGE HIGH SCHOOL052280,Orange,Orange,Enrollees,17
ORANGE HIGH SCHOOL,ORANGE HIGH SCHOOL052280,Orange,Orange,Admits,29
ORANGE HIGH SCHOOL,ORANGE HIGH SCHOOL052280,Orange,Orange,Applicants,46
ORCUTT ACADEMY HIGH SCHOOL,ORCUTT ACADEMY HIGH SCHOOL054287,Orcutt,Santa Barbara,Enrollees,7
ORCUTT ACADEMY HIGH SCHOOL,ORCUTT ACADEMY HIGH SCHOOL054287,Orcutt,Santa Barbara,Admits,12
ORCUTT ACADEMY HIGH SCHOOL,ORCUTT ACADEMY HIGH SCHOOL054287,Orcutt,Santa Barbara,Applicants,28
ORESTIMBA HIGH SCHOOL,ORESTIMBA HIGH SCHOOL052125,Newman,Stanislaus,Enrollees,6
ORESTIMBA HIGH SCHOOL,ORESTIMBA HIGH SCHOOL052125,Newman,Stanislaus,Admits,10
ORESTIMBA HIGH SCHOOL,ORESTIMBA HIGH SCHOOL052125,Newman,Stanislaus,Applicants,14
ORINDA ACADEMY,ORINDA ACADEMY052309,Orinda,Contra Costa,Enrollees,4
ORINDA ACADEMY,ORINDA ACADEMY052309,Orinda,Contra Costa,Admits,6
ORINDA ACADEMY,ORINDA ACADEMY052309,Orinda,Contra Costa,Applicants,9
ORLAND HIGH SCHOOL,ORLAND HIGH SCHOOL052285,Orland,Glenn,Enrollees,3
ORLAND HIGH SCHOOL,ORLAND HIGH SCHOOL052285,Orland,Glenn,Admits,6
ORLAND HIGH SCHOOL,ORLAND HIGH SCHOOL052285,Orland,Glenn,Applicants,10
OROSI HIGH SCHOOL,OROSI HIGH SCHOOL052290,Orosi,Tulare,Enrollees,12
OROSI HIGH SCHOOL,OROSI HIGH SCHOOL052290,Orosi,Tulare,Admits,19
OROSI HIGH SCHOOL,OROSI HIGH SCHOOL052290,Orosi,Tulare,Applicants,28
OROVILLE HIGH SCHOOL,OROVILLE HIGH SCHOOL052295,Oroville,Butte,Enrollees,13
OROVILLE HIGH SCHOOL,OROVILLE HIGH SCHOOL052295,Oroville,Butte,Admits,21
OROVILLE HIGH SCHOOL,OROVILLE HIGH SCHOOL052295,Oroville,Butte,Applicants,27
ORTHOPAEDIC HOSP MED MAGNET HS,ORTHOPAEDIC HOSP MED MAGNET HS051811,Los Angeles,Los Angeles,Enrollees,14
ORTHOPAEDIC HOSP MED MAGNET HS,ORTHOPAEDIC HOSP MED MAGNET HS051811,Los Angeles,Los Angeles,Admits,22
ORTHOPAEDIC HOSP MED MAGNET HS,ORTHOPAEDIC HOSP MED MAGNET HS051811,Los Angeles,Los Angeles,Applicants,45
OSCAR DE LA HOYA ANIMO CHARTER,OSCAR DE LA HOYA ANIMO CHARTER051781,Los Angeles,Los Angeles,Enrollees,18
OSCAR DE LA HOYA ANIMO CHARTER,OSCAR DE LA HOYA ANIMO CHARTER051781,Los Angeles,Los Angeles,Admits,29
OSCAR DE LA HOYA ANIMO CHARTER,OSCAR DE LA HOYA ANIMO CHARTER051781,Los Angeles,Los Angeles,Applicants,49
OTAY RANCH HIGH SCHOOL,OTAY RANCH HIGH SCHOOL050602,Chula Vista,San Diego,Enrollees,64
OTAY RANCH HIGH SCHOOL,OTAY RANCH HIGH SCHOOL050602,Chula Vista,San Diego,Admits,95
OTAY RANCH HIGH SCHOOL,OTAY RANCH HIGH SCHOOL050602,Chula Vista,San Diego,Applicants,156
OXFORD ACADEMY,OXFORD ACADEMY050776,Cypress,Orange,Enrollees,49
OXFORD ACADEMY,OXFORD ACADEMY050776,Cypress,Orange,Admits,92
OXFORD ACADEMY,OXFORD ACADEMY050776,Cypress,Orange,Applicants,141
OXFORD SCHOOL,OXFORD SCHOOL052941,Rowland Heights,Los Angeles,Enrollees,3
OXFORD SCHOOL,OXFORD SCHOOL052941,Rowland Heights,Los Angeles,Admits,6
OXFORD SCHOOL,OXFORD SCHOOL052941,Rowland Heights,Los Angeles,Applicants,10
OXNARD HIGH SCHOOL,OXNARD HIGH SCHOOL052305,Oxnard,Ventura,Enrollees,27
OXNARD HIGH SCHOOL,OXNARD HIGH SCHOOL052305,Oxnard,Ventura,Admits,49
OXNARD HIGH SCHOOL,OXNARD HIGH SCHOOL052305,Oxnard,Ventura,Applicants,100
PACHECO HIGH SCHOOL,PACHECO HIGH SCHOOL054394,Los Banos,Merced,Enrollees,11
PACHECO HIGH SCHOOL,PACHECO HIGH SCHOOL054394,Los Banos,Merced,Admits,18
PACHECO HIGH SCHOOL,PACHECO HIGH SCHOOL054394,Los Banos,Merced,Applicants,31
PACIFIC ACADEMY IRVINE,PACIFIC ACADEMY IRVINE054554,Irvine,Orange,Enrollees,3
PACIFIC ACADEMY IRVINE,PACIFIC ACADEMY IRVINE054554,Irvine,Orange,Admits,4
PACIFIC ACADEMY IRVINE,PACIFIC ACADEMY IRVINE054554,Irvine,Orange,Applicants,7
PACIFIC COAST HIGH SCHOOL,PACIFIC COAST HIGH SCHOOL053571,Tustin,Orange,Enrollees,8
PACIFIC COAST HIGH SCHOOL,PACIFIC COAST HIGH SCHOOL053571,Tustin,Orange,Admits,12
PACIFIC COAST HIGH SCHOOL,PACIFIC COAST HIGH SCHOOL053571,Tustin,Orange,Applicants,14
PACIFIC COLLEGIATE SCHOOL,PACIFIC COLLEGIATE SCHOOL053270,Santa Cruz,Santa Cruz,Enrollees,20
PACIFIC COLLEGIATE SCHOOL,PACIFIC COLLEGIATE SCHOOL053270,Santa Cruz,Santa Cruz,Admits,36
PACIFIC COLLEGIATE SCHOOL,PACIFIC COLLEGIATE SCHOOL053270,Santa Cruz,Santa Cruz,Applicants,49
PACIFIC GROVE HIGH SCHOOL,PACIFIC GROVE HIGH SCHOOL052310,Pacific Grove,Monterey,Enrollees,11
PACIFIC GROVE HIGH SCHOOL,PACIFIC GROVE HIGH SCHOOL052310,Pacific Grove,Monterey,Admits,22
PACIFIC GROVE HIGH SCHOOL,PACIFIC GROVE HIGH SCHOOL052310,Pacific Grove,Monterey,Applicants,37
PACIFIC HIGH SCHOOL,PACIFIC HIGH SCHOOL052790,San Bernardino,San Bernardino,Enrollees,18
PACIFIC HIGH SCHOOL,PACIFIC HIGH SCHOOL052790,San Bernardino,San Bernardino,Admits,30
PACIFIC HIGH SCHOOL,PACIFIC HIGH SCHOOL052790,San Bernardino,San Bernardino,Applicants,59
PACIFIC HILLS SCHOOL,PACIFIC HILLS SCHOOL051547,Los Angeles,Los Angeles,Enrollees,3
PACIFIC HILLS SCHOOL,PACIFIC HILLS SCHOOL051547,Los Angeles,Los Angeles,Admits,6
PACIFIC HILLS SCHOOL,PACIFIC HILLS SCHOOL051547,Los Angeles,Los Angeles,Applicants,11
PACIFIC LAW ACADEMY,PACIFIC LAW ACADEMY053952,Stockton,San Joaquin,Enrollees,
PACIFIC LAW ACADEMY,PACIFIC LAW ACADEMY053952,Stockton,San Joaquin,Admits,4
PACIFIC LAW ACADEMY,PACIFIC LAW ACADEMY053952,Stockton,San Joaquin,Applicants,6
PACIFIC RIDGE SCHOOL,PACIFIC RIDGE SCHOOL050449,Carlsbad,San Diego,Enrollees,11
PACIFIC RIDGE SCHOOL,PACIFIC RIDGE SCHOOL050449,Carlsbad,San Diego,Admits,31
PACIFIC RIDGE SCHOOL,PACIFIC RIDGE SCHOOL050449,Carlsbad,San Diego,Applicants,41
PACIFICA CHRISTIAN HS,PACIFICA CHRISTIAN HS054005,Santa Monica,Los Angeles,Enrollees,4
PACIFICA CHRISTIAN HS,PACIFICA CHRISTIAN HS054005,Santa Monica,Los Angeles,Admits,16
PACIFICA CHRISTIAN HS,PACIFICA CHRISTIAN HS054005,Santa Monica,Los Angeles,Applicants,30
PACIFICA HIGH SCHOOL,PACIFICA HIGH SCHOOL051034,Garden Grove,Orange,Enrollees,47
PACIFICA HIGH SCHOOL,PACIFICA HIGH SCHOOL051034,Garden Grove,Orange,Admits,71
PACIFICA HIGH SCHOOL,PACIFICA HIGH SCHOOL051034,Garden Grove,Orange,Applicants,104
PACIFICA HIGH SCHOOL,PACIFICA HIGH SCHOOL052379,Oxnard,Ventura,Enrollees,20
PACIFICA HIGH SCHOOL,PACIFICA HIGH SCHOOL052379,Oxnard,Ventura,Admits,36
PACIFICA HIGH SCHOOL,PACIFICA HIGH SCHOOL052379,Oxnard,Ventura,Applicants,89
PAJARO VALLEY HS,PAJARO VALLEY HS054045,Watsonville,Santa Cruz,Enrollees,23
PAJARO VALLEY HS,PAJARO VALLEY HS054045,Watsonville,Santa Cruz,Admits,34
PAJARO VALLEY HS,PAJARO VALLEY HS054045,Watsonville,Santa Cruz,Applicants,52
PALISADES CHARTER HIGH SCHOOL,PALISADES CHARTER HIGH SCHOOL052327,Pacific Palisade,Los Angeles,Enrollees,79
PALISADES CHARTER HIGH SCHOOL,PALISADES CHARTER HIGH SCHOOL052327,Pacific Palisade,Los Angeles,Admits,190
PALISADES CHARTER HIGH SCHOOL,PALISADES CHARTER HIGH SCHOOL052327,Pacific Palisade,Los Angeles,Applicants,261
PALM DESERT HIGH SCHOOL,PALM DESERT HIGH SCHOOL052319,Palm Desert,Riverside,Enrollees,36
PALM DESERT HIGH SCHOOL,PALM DESERT HIGH SCHOOL052319,Palm Desert,Riverside,Admits,62
PALM DESERT HIGH SCHOOL,PALM DESERT HIGH SCHOOL052319,Palm Desert,Riverside,Applicants,102
PALM SPRINGS HIGH SCHOOL,PALM SPRINGS HIGH SCHOOL052320,Palm Springs,Riverside,Enrollees,40
PALM SPRINGS HIGH SCHOOL,PALM SPRINGS HIGH SCHOOL052320,Palm Springs,Riverside,Admits,63
PALM SPRINGS HIGH SCHOOL,PALM SPRINGS HIGH SCHOOL052320,Palm Springs,Riverside,Applicants,112
PALM VALLEY SCHOOL,PALM VALLEY SCHOOL052321,Rancho Mirage,Riverside,Enrollees,
PALM VALLEY SCHOOL,PALM VALLEY SCHOOL052321,Rancho Mirage,Riverside,Admits,5
PALM VALLEY SCHOOL,PALM VALLEY SCHOOL052321,Rancho Mirage,Riverside,Applicants,11
PALMA HIGH SCHOOL,PALMA HIGH SCHOOL052745,Salinas,Monterey,Enrollees,5
PALMA HIGH SCHOOL,PALMA HIGH SCHOOL052745,Salinas,Monterey,Admits,19
PALMA HIGH SCHOOL,PALMA HIGH SCHOOL052745,Salinas,Monterey,Applicants,35
PALMDALE HIGH SCHOOL,PALMDALE HIGH SCHOOL052315,Palmdale,Los Angeles,Enrollees,27
PALMDALE HIGH SCHOOL,PALMDALE HIGH SCHOOL052315,Palmdale,Los Angeles,Admits,39
PALMDALE HIGH SCHOOL,PALMDALE HIGH SCHOOL052315,Palmdale,Los Angeles,Applicants,59
PALO ALTO SENIOR HIGH SCHOOL,PALO ALTO SENIOR HIGH SCHOOL052350,Palo Alto,Santa Clara,Enrollees,63
PALO ALTO SENIOR HIGH SCHOOL,PALO ALTO SENIOR HIGH SCHOOL052350,Palo Alto,Santa Clara,Admits,204
PALO ALTO SENIOR HIGH SCHOOL,PALO ALTO SENIOR HIGH SCHOOL052350,Palo Alto,Santa Clara,Applicants,279
PALO VERDE HIGH SCHOOL,PALO VERDE HIGH SCHOOL050350,Blythe,Riverside,Enrollees,5
PALO VERDE HIGH SCHOOL,PALO VERDE HIGH SCHOOL050350,Blythe,Riverside,Admits,8
PALO VERDE HIGH SCHOOL,PALO VERDE HIGH SCHOOL050350,Blythe,Riverside,Applicants,16
PALOMA VALLEY HIGH SCHOOL,PALOMA VALLEY HIGH SCHOOL051907,Menifee,Riverside,Enrollees,37
PALOMA VALLEY HIGH SCHOOL,PALOMA VALLEY HIGH SCHOOL051907,Menifee,Riverside,Admits,56
PALOMA VALLEY HIGH SCHOOL,PALOMA VALLEY HIGH SCHOOL051907,Menifee,Riverside,Applicants,98
PALOMARES ACADEMY,PALOMARES ACADEMY054522,Pomona,Los Angeles,Enrollees,4
PALOMARES ACADEMY,PALOMARES ACADEMY054522,Pomona,Los Angeles,Admits,6
PALOMARES ACADEMY,PALOMARES ACADEMY054522,Pomona,Los Angeles,Applicants,11
PALOS VERDES HIGH SCHOOL,PALOS VERDES HIGH SCHOOL052358,Palos Verdes Estate,Los Angeles,Enrollees,65
PALOS VERDES HIGH SCHOOL,PALOS VERDES HIGH SCHOOL052358,Palos Verdes Estate,Los Angeles,Admits,174
PALOS VERDES HIGH SCHOOL,PALOS VERDES HIGH SCHOOL052358,Palos Verdes Estate,Los Angeles,Applicants,265
PALOS VERDES PENINSULA HS,PALOS VERDES PENINSULA HS052683,Rolling Hills Estat,Los Angeles,Enrollees,114
PALOS VERDES PENINSULA HS,PALOS VERDES PENINSULA HS052683,Rolling Hills Estat,Los Angeles,Admits,274
PALOS VERDES PENINSULA HS,PALOS VERDES PENINSULA HS052683,Rolling Hills Estat,Los Angeles,Applicants,376
PANORAMA HIGH SCHOOL,PANORAMA HIGH SCHOOL054081,Panorama City,Los Angeles,Enrollees,15
PANORAMA HIGH SCHOOL,PANORAMA HIGH SCHOOL054081,Panorama City,Los Angeles,Admits,22
PANORAMA HIGH SCHOOL,PANORAMA HIGH SCHOOL054081,Panorama City,Los Angeles,Applicants,36
PARACLETE HIGH SCHOOL,PARACLETE HIGH SCHOOL051356,Lancaster,Los Angeles,Enrollees,11
PARACLETE HIGH SCHOOL,PARACLETE HIGH SCHOOL051356,Lancaster,Los Angeles,Admits,24
PARACLETE HIGH SCHOOL,PARACLETE HIGH SCHOOL051356,Lancaster,Los Angeles,Applicants,44
PARADISE HIGH SCHOOL,PARADISE HIGH SCHOOL052360,Paradise,Butte,Enrollees,10
PARADISE HIGH SCHOOL,PARADISE HIGH SCHOOL052360,Paradise,Butte,Admits,13
PARADISE HIGH SCHOOL,PARADISE HIGH SCHOOL052360,Paradise,Butte,Applicants,18
PARAMOUNT ACADEMY,PARAMOUNT ACADEMY054539,Delano,Kern,Enrollees,4
PARAMOUNT ACADEMY,PARAMOUNT ACADEMY054539,Delano,Kern,Admits,5
PARAMOUNT ACADEMY,PARAMOUNT ACADEMY054539,Delano,Kern,Applicants,12
PARAMOUNT HIGH SCHOOL,PARAMOUNT HIGH SCHOOL052365,Paramount,Los Angeles,Enrollees,43
PARAMOUNT HIGH SCHOOL,PARAMOUNT HIGH SCHOOL052365,Paramount,Los Angeles,Admits,63
PARAMOUNT HIGH SCHOOL,PARAMOUNT HIGH SCHOOL052365,Paramount,Los Angeles,Applicants,108
PARLIER HIGH SCHOOL,PARLIER HIGH SCHOOL052370,Parlier,Fresno,Enrollees,3
PARLIER HIGH SCHOOL,PARLIER HIGH SCHOOL052370,Parlier,Fresno,Admits,4
PARLIER HIGH SCHOOL,PARLIER HIGH SCHOOL052370,Parlier,Fresno,Applicants,14
PASADENA HIGH SCHOOL,PASADENA HIGH SCHOOL052401,Pasadena,Los Angeles,Enrollees,31
PASADENA HIGH SCHOOL,PASADENA HIGH SCHOOL052401,Pasadena,Los Angeles,Admits,62
PASADENA HIGH SCHOOL,PASADENA HIGH SCHOOL052401,Pasadena,Los Angeles,Applicants,103
PASO ROBLES HIGH SCHOOL,PASO ROBLES HIGH SCHOOL052425,Paso Robles,San Luis Obispo,Enrollees,10
PASO ROBLES HIGH SCHOOL,PASO ROBLES HIGH SCHOOL052425,Paso Robles,San Luis Obispo,Admits,33
PASO ROBLES HIGH SCHOOL,PASO ROBLES HIGH SCHOOL052425,Paso Robles,San Luis Obispo,Applicants,53
PATRICK HENRY HIGH SCHOOL,PATRICK HENRY HIGH SCHOOL052867,San Diego,San Diego,Enrollees,39
PATRICK HENRY HIGH SCHOOL,PATRICK HENRY HIGH SCHOOL052867,San Diego,San Diego,Admits,84
PATRICK HENRY HIGH SCHOOL,PATRICK HENRY HIGH SCHOOL052867,San Diego,San Diego,Applicants,162
PATRIOT HIGH SCHOOL,PATRIOT HIGH SCHOOL054159,Riverside,Riverside,Enrollees,25
PATRIOT HIGH SCHOOL,PATRIOT HIGH SCHOOL054159,Riverside,Riverside,Admits,36
PATRIOT HIGH SCHOOL,PATRIOT HIGH SCHOOL054159,Riverside,Riverside,Applicants,57
PATTEN ACADEMY OF CHRSTN EDUC,PATTEN ACADEMY OF CHRSTN EDUC052178,Oakland,Alameda,Enrollees,
PATTEN ACADEMY OF CHRSTN EDUC,PATTEN ACADEMY OF CHRSTN EDUC052178,Oakland,Alameda,Admits,
PATTEN ACADEMY OF CHRSTN EDUC,PATTEN ACADEMY OF CHRSTN EDUC052178,Oakland,Alameda,Applicants,5
PATTERSON HIGH SCHOOL,PATTERSON HIGH SCHOOL052430,Patterson,Stanislaus,Enrollees,18
PATTERSON HIGH SCHOOL,PATTERSON HIGH SCHOOL052430,Patterson,Stanislaus,Admits,34
PATTERSON HIGH SCHOOL,PATTERSON HIGH SCHOOL052430,Patterson,Stanislaus,Applicants,46
PERRIS HIGH,PERRIS HIGH052440,Perris,Riverside,Enrollees,40
PERRIS HIGH,PERRIS HIGH052440,Perris,Riverside,Admits,64
PERRIS HIGH,PERRIS HIGH052440,Perris,Riverside,Applicants,108
PESCADERO HIGH SCHOOL,PESCADERO HIGH SCHOOL052445,Pescadero,San Mateo,Enrollees,
PESCADERO HIGH SCHOOL,PESCADERO HIGH SCHOOL052445,Pescadero,San Mateo,Admits,
PESCADERO HIGH SCHOOL,PESCADERO HIGH SCHOOL052445,Pescadero,San Mateo,Applicants,6
PETALUMA HIGH SCHOOL,PETALUMA HIGH SCHOOL052460,Petaluma,Sonoma,Enrollees,15
PETALUMA HIGH SCHOOL,PETALUMA HIGH SCHOOL052460,Petaluma,Sonoma,Admits,34
PETALUMA HIGH SCHOOL,PETALUMA HIGH SCHOOL052460,Petaluma,Sonoma,Applicants,60
