CA High School,Calculation1,City,County,Measure Names,Measure Values
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL051239,San Diego,San Diego,Enrollees,23
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL051239,San Diego,San Diego,Admits,38
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL051239,San Diego,San Diego,Applicants,53
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL053328,Santa Rosa,Sonoma,Enrollees,17
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL053328,Santa Rosa,Sonoma,Admits,37
MONTGOMERY HIGH SCHOOL,MONTGOMERY HIGH SCHOOL053328,Santa Rosa,Sonoma,Applicants,65
MOORPARK HIGH SCHOOL,MOORPARK HIGH SCHOOL052055,Moorpark,Ventura,Enrollees,33
MOORPARK HIGH SCHOOL,MOORPARK HIGH SCHOOL052055,Moorpark,Ventura,Admits,62
MOORPARK HIGH SCHOOL,MOORPARK HIGH SCHOOL052055,Moorpark,Ventura,Applicants,113
MOREAU CATHOLIC HIGH SCHOOL,MOREAU CATHOLIC HIGH SCHOOL051156,Hayward,Alameda,Enrollees,28
MOREAU CATHOLIC HIGH SCHOOL,MOREAU CATHOLIC HIGH SCHOOL051156,Hayward,Alameda,Admits,60
MOREAU CATHOLIC HIGH SCHOOL,MOREAU CATHOLIC HIGH SCHOOL051156,Hayward,Alameda,Applicants,96
MORENO VALLEY HIGH SCHOOL,MORENO VALLEY HIGH SCHOOL053459,Moreno Valley,Riverside,Enrollees,41
MORENO VALLEY HIGH SCHOOL,MORENO VALLEY HIGH SCHOOL053459,Moreno Valley,Riverside,Admits,59
MORENO VALLEY HIGH SCHOOL,MORENO VALLEY HIGH SCHOOL053459,Moreno Valley,Riverside,Applicants,92
MORNINGSIDE HIGH SCHOOL,MORNINGSIDE HIGH SCHOOL051262,Inglewood,Los Angeles,Enrollees,6
MORNINGSIDE HIGH SCHOOL,MORNINGSIDE HIGH SCHOOL051262,Inglewood,Los Angeles,Admits,13
MORNINGSIDE HIGH SCHOOL,MORNINGSIDE HIGH SCHOOL051262,Inglewood,Los Angeles,Applicants,20
MORRO BAY HIGH SCHOOL,MORRO BAY HIGH SCHOOL052061,Morro Bay,San Luis Obispo,Enrollees,14
MORRO BAY HIGH SCHOOL,MORRO BAY HIGH SCHOOL052061,Morro Bay,San Luis Obispo,Admits,24
MORRO BAY HIGH SCHOOL,MORRO BAY HIGH SCHOOL052061,Morro Bay,San Luis Obispo,Applicants,37
MOTHER OF DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL052338,Ojai,Ventura,Enrollees,
MOTHER OF DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL052338,Ojai,Ventura,Admits,
MOTHER OF DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL052338,Ojai,Ventura,Applicants,5
MOUNT DIABLO HIGH SCHOOL,MOUNT DIABLO HIGH SCHOOL050660,Concord,Contra Costa,Enrollees,15
MOUNT DIABLO HIGH SCHOOL,MOUNT DIABLO HIGH SCHOOL050660,Concord,Contra Costa,Admits,20
MOUNT DIABLO HIGH SCHOOL,MOUNT DIABLO HIGH SCHOOL050660,Concord,Contra Costa,Applicants,40
MOUNT EDEN HIGH SCHOOL,MOUNT EDEN HIGH SCHOOL051153,Hayward,Alameda,Enrollees,37
MOUNT EDEN HIGH SCHOOL,MOUNT EDEN HIGH SCHOOL051153,Hayward,Alameda,Admits,55
MOUNT EDEN HIGH SCHOOL,MOUNT EDEN HIGH SCHOOL051153,Hayward,Alameda,Applicants,96
MOUNT MADONNA SCHOOL,MOUNT MADONNA SCHOOL053711,Watsonville,Santa Cruz,Enrollees,3
MOUNT MADONNA SCHOOL,MOUNT MADONNA SCHOOL053711,Watsonville,Santa Cruz,Admits,11
MOUNT MADONNA SCHOOL,MOUNT MADONNA SCHOOL053711,Watsonville,Santa Cruz,Applicants,13
MOUNT MIGUEL HIGH SCHOOL,MOUNT MIGUEL HIGH SCHOOL053417,Spring Valley,San Diego,Enrollees,6
MOUNT MIGUEL HIGH SCHOOL,MOUNT MIGUEL HIGH SCHOOL053417,Spring Valley,San Diego,Admits,11
MOUNT MIGUEL HIGH SCHOOL,MOUNT MIGUEL HIGH SCHOOL053417,Spring Valley,San Diego,Applicants,36
MOUNT PLEASANT HIGH SCHOOL,MOUNT PLEASANT HIGH SCHOOL053094,San Jose,Santa Clara,Enrollees,24
MOUNT PLEASANT HIGH SCHOOL,MOUNT PLEASANT HIGH SCHOOL053094,San Jose,Santa Clara,Admits,40
MOUNT PLEASANT HIGH SCHOOL,MOUNT PLEASANT HIGH SCHOOL053094,San Jose,Santa Clara,Applicants,57
MOUNT SHASTA HIGH SCHOOL,MOUNT SHASTA HIGH SCHOOL052080,Mount Shasta,Siskiyou,Enrollees,5
MOUNT SHASTA HIGH SCHOOL,MOUNT SHASTA HIGH SCHOOL052080,Mount Shasta,Siskiyou,Admits,10
MOUNT SHASTA HIGH SCHOOL,MOUNT SHASTA HIGH SCHOOL052080,Mount Shasta,Siskiyou,Applicants,15
MOUNT WHITNEY HIGH SCHOOL,MOUNT WHITNEY HIGH SCHOOL053670,Visalia,Tulare,Enrollees,19
MOUNT WHITNEY HIGH SCHOOL,MOUNT WHITNEY HIGH SCHOOL053670,Visalia,Tulare,Admits,28
MOUNT WHITNEY HIGH SCHOOL,MOUNT WHITNEY HIGH SCHOOL053670,Visalia,Tulare,Applicants,33
MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL050455,Pine Valley,San Diego,Enrollees,
MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL050455,Pine Valley,San Diego,Admits,5
MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL050455,Pine Valley,San Diego,Applicants,9
MOUNTAIN VIEW ACADEMY,MOUNTAIN VIEW ACADEMY052065,Mountain View,Santa Clara,Enrollees,
MOUNTAIN VIEW ACADEMY,MOUNTAIN VIEW ACADEMY052065,Mountain View,Santa Clara,Admits,3
MOUNTAIN VIEW ACADEMY,MOUNTAIN VIEW ACADEMY052065,Mountain View,Santa Clara,Applicants,6
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL050837,El Monte,Los Angeles,Enrollees,21
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL050837,El Monte,Los Angeles,Admits,33
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL050837,El Monte,Los Angeles,Applicants,66
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL052075,Mountain View,Santa Clara,Enrollees,60
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL052075,Mountain View,Santa Clara,Admits,148
MOUNTAIN VIEW HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL052075,Mountain View,Santa Clara,Applicants,215
MT CARMEL HIGH SCHOOL,MT CARMEL HIGH SCHOOL052862,San Diego,San Diego,Enrollees,52
MT CARMEL HIGH SCHOOL,MT CARMEL HIGH SCHOOL052862,San Diego,San Diego,Admits,94
MT CARMEL HIGH SCHOOL,MT CARMEL HIGH SCHOOL052862,San Diego,San Diego,Applicants,149
MURRIETA MESA HIGH SCHOOL,MURRIETA MESA HIGH SCHOOL054357,Murrieta,Riverside,Enrollees,37
MURRIETA MESA HIGH SCHOOL,MURRIETA MESA HIGH SCHOOL054357,Murrieta,Riverside,Admits,58
MURRIETA MESA HIGH SCHOOL,MURRIETA MESA HIGH SCHOOL054357,Murrieta,Riverside,Applicants,101
MURRIETA VALLEY HIGH SCHOOL,MURRIETA VALLEY HIGH SCHOOL052073,Murrieta,Riverside,Enrollees,38
MURRIETA VALLEY HIGH SCHOOL,MURRIETA VALLEY HIGH SCHOOL052073,Murrieta,Riverside,Admits,57
MURRIETA VALLEY HIGH SCHOOL,MURRIETA VALLEY HIGH SCHOOL052073,Murrieta,Riverside,Applicants,90
NAPA HIGH SCHOOL,NAPA HIGH SCHOOL052085,Napa,Napa,Enrollees,22
NAPA HIGH SCHOOL,NAPA HIGH SCHOOL052085,Napa,Napa,Admits,43
NAPA HIGH SCHOOL,NAPA HIGH SCHOOL052085,Napa,Napa,Applicants,69
NARBONNE HIGH SCHOOL,NARBONNE HIGH SCHOOL051140,Harbor City,Los Angeles,Enrollees,19
NARBONNE HIGH SCHOOL,NARBONNE HIGH SCHOOL051140,Harbor City,Los Angeles,Admits,43
NARBONNE HIGH SCHOOL,NARBONNE HIGH SCHOOL051140,Harbor City,Los Angeles,Applicants,84
NATIONAL UNIV VIRTUAL HS,NATIONAL UNIV VIRTUAL HS053929,La Jolla,San Diego,Enrollees,7
NATIONAL UNIV VIRTUAL HS,NATIONAL UNIV VIRTUAL HS053929,La Jolla,San Diego,Admits,9
NATIONAL UNIV VIRTUAL HS,NATIONAL UNIV VIRTUAL HS053929,La Jolla,San Diego,Applicants,11
NATOMAS CHARTER SCHOOL PERFORM,NATOMAS CHARTER SCHOOL PERFORM052803,Sacramento,Sacramento,Enrollees,11
NATOMAS CHARTER SCHOOL PERFORM,NATOMAS CHARTER SCHOOL PERFORM052803,Sacramento,Sacramento,Admits,24
NATOMAS CHARTER SCHOOL PERFORM,NATOMAS CHARTER SCHOOL PERFORM052803,Sacramento,Sacramento,Applicants,38
NATOMAS HIGH SCHOOL,NATOMAS HIGH SCHOOL052782,Sacramento,Sacramento,Enrollees,13
NATOMAS HIGH SCHOOL,NATOMAS HIGH SCHOOL052782,Sacramento,Sacramento,Admits,20
NATOMAS HIGH SCHOOL,NATOMAS HIGH SCHOOL052782,Sacramento,Sacramento,Applicants,27
NATOMAS PACIFIC PATHWAYS PREP,NATOMAS PACIFIC PATHWAYS PREP054095,Sacramento,Sacramento,Enrollees,16
NATOMAS PACIFIC PATHWAYS PREP,NATOMAS PACIFIC PATHWAYS PREP054095,Sacramento,Sacramento,Admits,25
NATOMAS PACIFIC PATHWAYS PREP,NATOMAS PACIFIC PATHWAYS PREP054095,Sacramento,Sacramento,Applicants,34
NEA COMMUNITY LEARNING CENTER,NEA COMMUNITY LEARNING CENTER054529,Alameda,Alameda,Enrollees,5
NEA COMMUNITY LEARNING CENTER,NEA COMMUNITY LEARNING CENTER054529,Alameda,Alameda,Admits,10
NEA COMMUNITY LEARNING CENTER,NEA COMMUNITY LEARNING CENTER054529,Alameda,Alameda,Applicants,14
NEVADA UNION HIGH SCHOOL,NEVADA UNION HIGH SCHOOL051095,Grass Valley,Nevada,Enrollees,18
NEVADA UNION HIGH SCHOOL,NEVADA UNION HIGH SCHOOL051095,Grass Valley,Nevada,Admits,41
NEVADA UNION HIGH SCHOOL,NEVADA UNION HIGH SCHOOL051095,Grass Valley,Nevada,Applicants,56
NEW COMMUNITY JEWISH HIGH SCHL,NEW COMMUNITY JEWISH HIGH SCHL053748,West Hills,Los Angeles,Enrollees,6
NEW COMMUNITY JEWISH HIGH SCHL,NEW COMMUNITY JEWISH HIGH SCHL053748,West Hills,Los Angeles,Admits,25
NEW COMMUNITY JEWISH HIGH SCHL,NEW COMMUNITY JEWISH HIGH SCHL053748,West Hills,Los Angeles,Applicants,35
NEW COVENANT ACADEMY,NEW COVENANT ACADEMY051729,Los Angeles,Los Angeles,Enrollees,
NEW COVENANT ACADEMY,NEW COVENANT ACADEMY051729,Los Angeles,Los Angeles,Admits,11
NEW COVENANT ACADEMY,NEW COVENANT ACADEMY051729,Los Angeles,Los Angeles,Applicants,14
NEW DESIGNS CHARTER SCH WATTS,NEW DESIGNS CHARTER SCH WATTS054498,Los Angeles,Los Angeles,Enrollees,
NEW DESIGNS CHARTER SCH WATTS,NEW DESIGNS CHARTER SCH WATTS054498,Los Angeles,Los Angeles,Admits,
NEW DESIGNS CHARTER SCH WATTS,NEW DESIGNS CHARTER SCH WATTS054498,Los Angeles,Los Angeles,Applicants,6
NEW DESIGNS CHARTER SCHOOL,NEW DESIGNS CHARTER SCHOOL054025,Los Angeles,Los Angeles,Enrollees,13
NEW DESIGNS CHARTER SCHOOL,NEW DESIGNS CHARTER SCHOOL054025,Los Angeles,Los Angeles,Admits,16
NEW DESIGNS CHARTER SCHOOL,NEW DESIGNS CHARTER SCHOOL054025,Los Angeles,Los Angeles,Applicants,35
NEW MILLENNIUM SECONDARY SCHL,NEW MILLENNIUM SECONDARY SCHL050512,Gardena,Los Angeles,Enrollees,6
NEW MILLENNIUM SECONDARY SCHL,NEW MILLENNIUM SECONDARY SCHL050512,Gardena,Los Angeles,Admits,11
NEW MILLENNIUM SECONDARY SCHL,NEW MILLENNIUM SECONDARY SCHL050512,Gardena,Los Angeles,Applicants,26
NEW OPEN WORLD ACADEMY,NEW OPEN WORLD ACADEMY054457,Los Angeles,Los Angeles,Enrollees,4
NEW OPEN WORLD ACADEMY,NEW OPEN WORLD ACADEMY054457,Los Angeles,Los Angeles,Admits,5
NEW OPEN WORLD ACADEMY,NEW OPEN WORLD ACADEMY054457,Los Angeles,Los Angeles,Applicants,21
NEW ROADS SCHOOL,NEW ROADS SCHOOL053287,Santa Monica,Los Angeles,Enrollees,3
NEW ROADS SCHOOL,NEW ROADS SCHOOL053287,Santa Monica,Los Angeles,Admits,19
NEW ROADS SCHOOL,NEW ROADS SCHOOL053287,Santa Monica,Los Angeles,Applicants,45
NEW TECHNOLOGY HIGH SCHOOL,NEW TECHNOLOGY HIGH SCHOOL052102,Napa,Napa,Enrollees,5
NEW TECHNOLOGY HIGH SCHOOL,NEW TECHNOLOGY HIGH SCHOOL052102,Napa,Napa,Admits,10
NEW TECHNOLOGY HIGH SCHOOL,NEW TECHNOLOGY HIGH SCHOOL052102,Napa,Napa,Applicants,21
NEW VILLAGE CHARTER SCHOOL,NEW VILLAGE CHARTER SCHOOL054165,Los Angeles,Los Angeles,Enrollees,
NEW VILLAGE CHARTER SCHOOL,NEW VILLAGE CHARTER SCHOOL054165,Los Angeles,Los Angeles,Admits,
NEW VILLAGE CHARTER SCHOOL,NEW VILLAGE CHARTER SCHOOL054165,Los Angeles,Los Angeles,Applicants,7
NEWARK MEMORIAL HIGH SCHOOL,NEWARK MEMORIAL HIGH SCHOOL052114,Newark,Alameda,Enrollees,28
NEWARK MEMORIAL HIGH SCHOOL,NEWARK MEMORIAL HIGH SCHOOL052114,Newark,Alameda,Admits,45
NEWARK MEMORIAL HIGH SCHOOL,NEWARK MEMORIAL HIGH SCHOOL052114,Newark,Alameda,Applicants,77
NEWBURY PARK ADVENTIST ACAD,NEWBURY PARK ADVENTIST ACAD052115,Newbury Park,Ventura,Enrollees,
NEWBURY PARK ADVENTIST ACAD,NEWBURY PARK ADVENTIST ACAD052115,Newbury Park,Ventura,Admits,3
NEWBURY PARK ADVENTIST ACAD,NEWBURY PARK ADVENTIST ACAD052115,Newbury Park,Ventura,Applicants,8
NEWBURY PARK HIGH SCHOOL,NEWBURY PARK HIGH SCHOOL052117,Newbury Park,Ventura,Enrollees,59
NEWBURY PARK HIGH SCHOOL,NEWBURY PARK HIGH SCHOOL052117,Newbury Park,Ventura,Admits,106
NEWBURY PARK HIGH SCHOOL,NEWBURY PARK HIGH SCHOOL052117,Newbury Park,Ventura,Applicants,196
NEWPORT HARBOR HIGH SCHOOL,NEWPORT HARBOR HIGH SCHOOL052130,Newport Beach,Orange,Enrollees,37
NEWPORT HARBOR HIGH SCHOOL,NEWPORT HARBOR HIGH SCHOOL052130,Newport Beach,Orange,Admits,76
NEWPORT HARBOR HIGH SCHOOL,NEWPORT HARBOR HIGH SCHOOL052130,Newport Beach,Orange,Applicants,141
NIPOMO HIGH SCHOOL,NIPOMO HIGH SCHOOL052211,Nipomo,San Luis Obispo,Enrollees,17
NIPOMO HIGH SCHOOL,NIPOMO HIGH SCHOOL052211,Nipomo,San Luis Obispo,Admits,22
NIPOMO HIGH SCHOOL,NIPOMO HIGH SCHOOL052211,Nipomo,San Luis Obispo,Applicants,34
NOGALES HIGH SCHOOL,NOGALES HIGH SCHOOL051357,La Puente,Los Angeles,Enrollees,26
NOGALES HIGH SCHOOL,NOGALES HIGH SCHOOL051357,La Puente,Los Angeles,Admits,41
NOGALES HIGH SCHOOL,NOGALES HIGH SCHOOL051357,La Puente,Los Angeles,Applicants,85
NORCO HIGH SCHOOL,NORCO HIGH SCHOOL052129,Norco,Riverside,Enrollees,19
NORCO HIGH SCHOOL,NORCO HIGH SCHOOL052129,Norco,Riverside,Admits,39
NORCO HIGH SCHOOL,NORCO HIGH SCHOOL052129,Norco,Riverside,Applicants,71
NORDHOFF HIGH SCHOOL,NORDHOFF HIGH SCHOOL052260,Ojai,Ventura,Enrollees,6
NORDHOFF HIGH SCHOOL,NORDHOFF HIGH SCHOOL052260,Ojai,Ventura,Admits,15
NORDHOFF HIGH SCHOOL,NORDHOFF HIGH SCHOOL052260,Ojai,Ventura,Applicants,31
NORTE VISTA SENIOR HIGH SCHOOL,NORTE VISTA SENIOR HIGH SCHOOL052664,Riverside,Riverside,Enrollees,37
NORTE VISTA SENIOR HIGH SCHOOL,NORTE VISTA SENIOR HIGH SCHOOL052664,Riverside,Riverside,Admits,50
NORTE VISTA SENIOR HIGH SCHOOL,NORTE VISTA SENIOR HIGH SCHOOL052664,Riverside,Riverside,Applicants,99
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL050220,Bakersfield,Kern,Enrollees,9
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL050220,Bakersfield,Kern,Admits,13
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL050220,Bakersfield,Kern,Applicants,25
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL053520,Torrance,Los Angeles,Enrollees,51
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL053520,Torrance,Los Angeles,Admits,81
NORTH HIGH SCHOOL,NORTH HIGH SCHOOL053520,Torrance,Los Angeles,Applicants,120
NORTH HOLLYWOOD HIGH SCHOOL,NORTH HOLLYWOOD HIGH SCHOOL052145,North Hollywood,Los Angeles,Enrollees,80
NORTH HOLLYWOOD HIGH SCHOOL,NORTH HOLLYWOOD HIGH SCHOOL052145,North Hollywood,Los Angeles,Admits,134
NORTH HOLLYWOOD HIGH SCHOOL,NORTH HOLLYWOOD HIGH SCHOOL052145,North Hollywood,Los Angeles,Applicants,196
NORTH MONTEREY COUNTY HS,NORTH MONTEREY COUNTY HS050489,Castroville,Monterey,Enrollees,11
NORTH MONTEREY COUNTY HS,NORTH MONTEREY COUNTY HS050489,Castroville,Monterey,Admits,19
NORTH MONTEREY COUNTY HS,NORTH MONTEREY COUNTY HS050489,Castroville,Monterey,Applicants,36
NORTH SALINAS HIGH SCHOOL,NORTH SALINAS HIGH SCHOOL052746,Salinas,Monterey,Enrollees,14
NORTH SALINAS HIGH SCHOOL,NORTH SALINAS HIGH SCHOOL052746,Salinas,Monterey,Admits,22
NORTH SALINAS HIGH SCHOOL,NORTH SALINAS HIGH SCHOOL052746,Salinas,Monterey,Applicants,33
NORTH TAHOE HIGH SCHOOL,NORTH TAHOE HIGH SCHOOL053537,Tahoe City,Placer,Enrollees,
NORTH TAHOE HIGH SCHOOL,NORTH TAHOE HIGH SCHOOL053537,Tahoe City,Placer,Admits,7
NORTH TAHOE HIGH SCHOOL,NORTH TAHOE HIGH SCHOOL053537,Tahoe City,Placer,Applicants,11
NORTHCOAST PREP & PERF ARTS A,NORTHCOAST PREP & PERF ARTS A053609,Arcata,Humboldt,Enrollees,6
NORTHCOAST PREP & PERF ARTS A,NORTHCOAST PREP & PERF ARTS A053609,Arcata,Humboldt,Admits,13
NORTHCOAST PREP & PERF ARTS A,NORTHCOAST PREP & PERF ARTS A053609,Arcata,Humboldt,Applicants,13
NORTHGATE HIGH SCHOOL,NORTHGATE HIGH SCHOOL050666,Walnut Creek,Contra Costa,Enrollees,48
NORTHGATE HIGH SCHOOL,NORTHGATE HIGH SCHOOL050666,Walnut Creek,Contra Costa,Admits,84
NORTHGATE HIGH SCHOOL,NORTHGATE HIGH SCHOOL050666,Walnut Creek,Contra Costa,Applicants,131
NORTHRIDGE ACADEMY HIGH SCHOOL,NORTHRIDGE ACADEMY HIGH SCHOOL053879,Northridge,Los Angeles,Enrollees,6
NORTHRIDGE ACADEMY HIGH SCHOOL,NORTHRIDGE ACADEMY HIGH SCHOOL053879,Northridge,Los Angeles,Admits,11
NORTHRIDGE ACADEMY HIGH SCHOOL,NORTHRIDGE ACADEMY HIGH SCHOOL053879,Northridge,Los Angeles,Applicants,24
NORTHVIEW HIGH SCHOOL,NORTHVIEW HIGH SCHOOL050703,Covina,Los Angeles,Enrollees,18
NORTHVIEW HIGH SCHOOL,NORTHVIEW HIGH SCHOOL050703,Covina,Los Angeles,Admits,37
NORTHVIEW HIGH SCHOOL,NORTHVIEW HIGH SCHOOL050703,Covina,Los Angeles,Applicants,61
NORTHWOOD HIGH SCHOOL,NORTHWOOD HIGH SCHOOL051283,Irvine,Orange,Enrollees,103
NORTHWOOD HIGH SCHOOL,NORTHWOOD HIGH SCHOOL051283,Irvine,Orange,Admits,192
NORTHWOOD HIGH SCHOOL,NORTHWOOD HIGH SCHOOL051283,Irvine,Orange,Applicants,260
NORWALK HIGH SCHOOL,NORWALK HIGH SCHOOL052167,Norwalk,Los Angeles,Enrollees,39
NORWALK HIGH SCHOOL,NORWALK HIGH SCHOOL052167,Norwalk,Los Angeles,Admits,53
NORWALK HIGH SCHOOL,NORWALK HIGH SCHOOL052167,Norwalk,Los Angeles,Applicants,85
NOTRE DAME ACADEMY,NOTRE DAME ACADEMY051730,Los Angeles,Los Angeles,Enrollees,14
NOTRE DAME ACADEMY,NOTRE DAME ACADEMY051730,Los Angeles,Los Angeles,Admits,38
NOTRE DAME ACADEMY,NOTRE DAME ACADEMY051730,Los Angeles,Los Angeles,Applicants,63
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL050275,Belmont,San Mateo,Enrollees,18
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL050275,Belmont,San Mateo,Admits,42
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL050275,Belmont,San Mateo,Applicants,62
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL052663,Riverside,Riverside,Enrollees,21
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL052663,Riverside,Riverside,Admits,33
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL052663,Riverside,Riverside,Applicants,55
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL052748,Salinas,Monterey,Enrollees,5
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL052748,Salinas,Monterey,Admits,9
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL052748,Salinas,Monterey,Applicants,18
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL053095,San Jose,Santa Clara,Enrollees,20
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL053095,San Jose,Santa Clara,Admits,49
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL053095,San Jose,Santa Clara,Applicants,76
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL053370,Sherman Oaks,Los Angeles,Enrollees,41
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL053370,Sherman Oaks,Los Angeles,Admits,71
NOTRE DAME HIGH SCHOOL,NOTRE DAME HIGH SCHOOL053370,Sherman Oaks,Los Angeles,Applicants,135
NOVA ACADEMY EARLY COLLEGE HS,NOVA ACADEMY EARLY COLLEGE HS054104,Santa Ana,Orange,Enrollees,7
NOVA ACADEMY EARLY COLLEGE HS,NOVA ACADEMY EARLY COLLEGE HS054104,Santa Ana,Orange,Admits,10
NOVA ACADEMY EARLY COLLEGE HS,NOVA ACADEMY EARLY COLLEGE HS054104,Santa Ana,Orange,Applicants,22
NOVA ACADEMY-COACHELLA,NOVA ACADEMY-COACHELLA054608,Coachella,Riverside,Enrollees,
NOVA ACADEMY-COACHELLA,NOVA ACADEMY-COACHELLA054608,Coachella,Riverside,Admits,
NOVA ACADEMY-COACHELLA,NOVA ACADEMY-COACHELLA054608,Coachella,Riverside,Applicants,6
NOVATO HIGH SCHOOL,NOVATO HIGH SCHOOL052170,Novato,Marin,Enrollees,27
NOVATO HIGH SCHOOL,NOVATO HIGH SCHOOL052170,Novato,Marin,Admits,54
NOVATO HIGH SCHOOL,NOVATO HIGH SCHOOL052170,Novato,Marin,Applicants,98
NUVIEW BRIDGE EARLY COLLEGE HS,NUVIEW BRIDGE EARLY COLLEGE HS052214,Nuevo,Riverside,Enrollees,5
NUVIEW BRIDGE EARLY COLLEGE HS,NUVIEW BRIDGE EARLY COLLEGE HS052214,Nuevo,Riverside,Admits,9
NUVIEW BRIDGE EARLY COLLEGE HS,NUVIEW BRIDGE EARLY COLLEGE HS052214,Nuevo,Riverside,Applicants,20
OAK GROVE HIGH SCHOOL,OAK GROVE HIGH SCHOOL053099,San Jose,Santa Clara,Enrollees,29
OAK GROVE HIGH SCHOOL,OAK GROVE HIGH SCHOOL053099,San Jose,Santa Clara,Admits,47
OAK GROVE HIGH SCHOOL,OAK GROVE HIGH SCHOOL053099,San Jose,Santa Clara,Applicants,76
OAK GROVE SCHOOL,OAK GROVE SCHOOL052261,Ojai,Ventura,Enrollees,
OAK GROVE SCHOOL,OAK GROVE SCHOOL052261,Ojai,Ventura,Admits,3
OAK GROVE SCHOOL,OAK GROVE SCHOOL052261,Ojai,Ventura,Applicants,6
OAK HILLS HIGH SCHOOL,OAK HILLS HIGH SCHOOL054316,Oak Hills,San Bernardino,Enrollees,34
OAK HILLS HIGH SCHOOL,OAK HILLS HIGH SCHOOL054316,Oak Hills,San Bernardino,Admits,54
OAK HILLS HIGH SCHOOL,OAK HILLS HIGH SCHOOL054316,Oak Hills,San Bernardino,Applicants,82
OAK PARK HIGH SCHOOL,OAK PARK HIGH SCHOOL050006,Oak Park,Ventura,Enrollees,42
OAK PARK HIGH SCHOOL,OAK PARK HIGH SCHOOL050006,Oak Park,Ventura,Admits,90
OAK PARK HIGH SCHOOL,OAK PARK HIGH SCHOOL050006,Oak Park,Ventura,Applicants,139
OAK RIDGE HIGH SCHOOL,OAK RIDGE HIGH SCHOOL050818,El Dorado Hills,El Dorado,Enrollees,49
OAK RIDGE HIGH SCHOOL,OAK RIDGE HIGH SCHOOL050818,El Dorado Hills,El Dorado,Admits,100
OAK RIDGE HIGH SCHOOL,OAK RIDGE HIGH SCHOOL050818,El Dorado Hills,El Dorado,Applicants,144
OAKDALE HIGH SCHOOL,OAKDALE HIGH SCHOOL052175,Oakdale,Stanislaus,Enrollees,15
OAKDALE HIGH SCHOOL,OAKDALE HIGH SCHOOL052175,Oakdale,Stanislaus,Admits,27
OAKDALE HIGH SCHOOL,OAKDALE HIGH SCHOOL052175,Oakdale,Stanislaus,Applicants,43
OAKLAND CHARTER HIGH SCHOOL,OAKLAND CHARTER HIGH SCHOOL054303,Oakland,Alameda,Enrollees,14
OAKLAND CHARTER HIGH SCHOOL,OAKLAND CHARTER HIGH SCHOOL054303,Oakland,Alameda,Admits,21
OAKLAND CHARTER HIGH SCHOOL,OAKLAND CHARTER HIGH SCHOOL054303,Oakland,Alameda,Applicants,33
OAKLAND HIGH SCHOOL,OAKLAND HIGH SCHOOL052225,Oakland,Alameda,Enrollees,34
OAKLAND HIGH SCHOOL,OAKLAND HIGH SCHOOL052225,Oakland,Alameda,Admits,53
